Rk,Gtm,Date,...4,Opp,Type,ScoreRslt,ScoreTm,ScoreOpp,ScoreOT,TeamFG,TeamFGA,TeamFG_pct,Team3P,Team3PA,Team3P_pct,Team2P,Team2PA,Team2P_pct,TeameFG_pct,TeamFT,TeamFTA,TeamFT_pct,TeamORB,TeamDRB,TeamTRB,TeamAST,TeamSTL,TeamBLK,TeamTOV,TeamPF,OpponentFG,OpponentFGA,OpponentFG_pct,Opponent3P,Opponent3PA,Opponent3P_pct,Opponent2P,Opponent2PA,Opponent2P_pct,OpponenteFG_pct,OpponentFT,OpponentFTA,OpponentFT_pct,OpponentORB,OpponentDRB,OpponentTRB,OpponentAST,OpponentSTL,OpponentBLK,OpponentTOV,OpponentPF,team,season,homeaway,team_full,year,alphteam,gameid,Neutral
1,1,2025-11-03,@,Bucknell,REG (Non-Conf),L,70,78,NA,25,64,.391,9,27,.333,16,37,.432,.461,11,18,.611,11,19,30,12,10,5,12,17,28,62,.452,10,24,.417,18,38,.474,.532,12,14,.857,10,27,37,14,7,4,13,20,delaware,2026,H,Delaware,2026,Bucknell,2025-11-03_Delaware_70_Bucknell_78,0
3,3,2025-11-11,@,Brigham Young,REG (Non-Conf),L,68,85,NA,25,58,.431,11,24,.458,14,34,.412,.526,7,9,.778,7,15,22,8,6,3,5,15,30,66,.455,12,32,.375,18,34,.529,.545,13,15,.867,16,26,42,14,4,4,7,9,delaware,2026,H,Delaware,2026,Brigham Young,2025-11-11_Delaware_68_Brigham Young_85,0
5,5,2025-11-23,N,Southern Illinois,REG (Non-Conf),L,59,79,NA,23,55,.418,8,30,.267,15,25,.600,.491,5,7,.714,3,18,21,15,6,0,17,15,28,60,.467,3,15,.200,25,45,.556,.492,20,25,.800,11,19,30,16,9,5,10,9,delaware,2026,N,Delaware,2026,Delaware,2025-11-23_Delaware_59_Southern Illinois_79,1
6,6,2025-11-25,N,UNC Greensboro,REG (Non-Conf),W,73,60,NA,28,54,.519,13,25,.520,15,29,.517,.639,4,8,.500,4,29,33,16,6,2,9,15,16,53,.302,10,30,.333,6,23,.261,.396,18,22,.818,6,21,27,7,6,1,9,5,delaware,2026,N,Delaware,2026,Delaware,2025-11-25_Delaware_73_UNC Greensboro_60,1
8,8,2025-12-06,@,Delaware State,REG (Non-Conf),L,72,75,OT,25,56,.446,9,24,.375,16,32,.500,.527,13,13,1.000,5,24,29,14,6,4,18,18,27,58,.466,6,16,.375,21,42,.500,.517,15,24,.625,8,22,30,15,12,2,15,13,delaware,2026,H,Delaware,2026,Delaware,2025-12-06_Delaware_72_Delaware State_75,0
9,9,2025-12-10,@,George Washington,REG (Non-Conf),W,70,58,NA,25,49,.510,9,20,.450,16,29,.552,.602,11,13,.846,4,27,31,16,4,7,15,15,18,62,.290,8,28,.286,10,34,.294,.355,14,22,.636,15,16,31,15,11,7,12,12,delaware,2026,H,Delaware,2026,Delaware,2025-12-10_Delaware_70_George Washington_58,0
15,15,2026-01-08,@,Sam Houston State,REG (Conf),L,60,72,NA,21,53,.396,10,32,.313,11,21,.524,.491,8,12,.667,5,23,28,12,4,4,8,17,24,64,.375,8,26,.308,16,38,.421,.438,16,18,.889,12,28,40,16,5,1,6,14,delaware,2026,H,Delaware,2026,Delaware,2026-01-08_Delaware_60_Sam Houston State_72,0
16,16,2026-01-10,@,Louisiana Tech,REG (Conf),L,68,70,OT,24,52,.462,9,24,.375,15,28,.536,.548,11,15,.733,6,25,31,15,4,2,11,20,23,56,.411,5,17,.294,18,39,.462,.455,19,30,.633,10,23,33,14,7,3,10,17,delaware,2026,H,Delaware,2026,Delaware,2026-01-10_Delaware_68_Louisiana Tech_70,0
19,19,2026-01-24,@,Liberty,REG (Conf),L,51,67,NA,19,41,.463,6,16,.375,13,25,.520,.537,7,13,.538,1,24,25,6,6,2,15,11,24,51,.471,11,30,.367,13,21,.619,.578,8,13,.615,5,23,28,21,10,2,6,11,delaware,2026,H,Delaware,2026,Delaware,2026-01-24_Delaware_51_Liberty_67,0
20,20,2026-01-28,@,New Mexico State,REG (Conf),W,73,64,NA,25,47,.532,8,22,.364,17,25,.680,.617,15,15,1.000,2,21,23,8,8,3,9,7,24,58,.414,10,30,.333,14,28,.500,.500,6,8,.750,10,17,27,17,6,1,10,11,delaware,2026,H,Delaware,2026,Delaware,2026-01-28_Delaware_73_New Mexico State_64,0
21,21,2026-01-31,@,UTEP,REG (Conf),L,55,70,NA,13,49,.265,2,23,.087,11,26,.423,.286,27,29,.931,13,24,37,7,5,0,14,16,22,57,.386,6,16,.375,16,41,.390,.439,20,25,.800,13,21,34,13,12,1,6,16,delaware,2026,H,Delaware,2026,Delaware,2026-01-31_Delaware_55_UTEP_70,0
24,24,2026-02-12,@,Florida International,REG (Conf),W,68,66,NA,25,54,.463,10,30,.333,15,24,.625,.556,8,11,.727,6,27,33,12,7,3,14,11,26,67,.388,7,26,.269,19,41,.463,.440,7,9,.778,13,20,33,13,10,2,10,13,delaware,2026,H,Delaware,2026,Delaware,2026-02-12_Delaware_68_Florida International_66,0
25,25,2026-02-14,@,Missouri State,REG (Conf),W,76,67,NA,26,49,.531,8,18,.444,18,31,.581,.612,16,17,.941,2,27,29,13,1,2,8,12,22,59,.373,10,28,.357,12,31,.387,.458,13,18,.722,10,20,30,14,6,2,7,18,delaware,2026,H,Delaware,2026,Delaware,2026-02-14_Delaware_76_Missouri State_67,0
27,27,2026-02-21,@,Middle Tennessee,REG (Conf),L,66,78,NA,21,44,.477,6,20,.300,15,24,.625,.545,18,21,.857,2,20,22,5,4,2,10,14,27,62,.435,7,29,.241,20,33,.606,.492,17,19,.895,13,22,35,14,8,2,5,13,delaware,2026,H,Delaware,2026,Delaware,2026-02-21_Delaware_66_Middle Tennessee_78,0
28,28,2026-02-26,@,Jacksonville State,REG (Conf),L,70,80,OT,22,55,.400,11,30,.367,11,25,.440,.500,15,19,.789,5,19,24,10,6,3,9,17,26,56,.464,11,24,.458,15,32,.469,.563,17,18,.944,8,27,35,20,5,3,9,16,delaware,2026,H,Delaware,2026,Delaware,2026-02-26_Delaware_70_Jacksonville State_80,0
29,29,2026-02-28,@,Kennesaw State,REG (Conf),L,82,90,NA,23,50,.460,11,24,.458,12,26,.462,.570,25,26,.962,2,14,16,11,10,1,11,20,29,51,.569,10,23,.435,19,28,.679,.667,22,31,.710,8,20,28,19,7,5,12,21,delaware,2026,H,Delaware,2026,Delaware,2026-02-28_Delaware_82_Kennesaw State_90,0
1,1,2025-11-05,@,Temple,REG (Non-Conf),L,65,83,NA,24,54,.444,7,16,.438,17,38,.447,.509,10,13,.769,6,22,28,9,4,2,13,15,31,57,.544,8,21,.381,23,36,.639,.614,13,22,.591,9,20,29,15,7,4,6,13,delaware-state,2026,H,Delaware State,2026,Delaware State,2025-11-05_Delaware State_65_Temple_83,0
2,2,2025-11-08,@,Syracuse,REG (Non-Conf),L,43,83,NA,14,65,.215,1,14,.071,13,51,.255,.223,14,17,.824,15,21,36,7,7,0,14,15,32,55,.582,8,21,.381,24,34,.706,.655,11,21,.524,7,32,39,19,10,12,14,15,delaware-state,2026,H,Delaware State,2026,Delaware State,2025-11-08_Delaware State_43_Syracuse_83,0
3,3,2025-11-10,@,Niagara,REG (Non-Conf),L,57,68,NA,21,54,.389,7,22,.318,14,32,.438,.454,8,12,.667,2,21,23,11,5,1,5,16,25,47,.532,9,18,.500,16,29,.552,.628,9,14,.643,3,25,28,24,2,3,8,14,delaware-state,2026,H,Delaware State,2026,Delaware State,2025-11-10_Delaware State_57_Niagara_68,0
4,4,2025-11-15,@,New Haven,REG (Non-Conf),L,52,65,NA,20,57,.351,5,19,.263,15,38,.395,.395,7,10,.700,5,20,25,6,10,0,10,18,22,47,.468,6,22,.273,16,25,.640,.532,15,20,.750,8,30,38,11,8,1,17,11,delaware-state,2026,H,Delaware State,2026,Delaware State,2025-11-15_Delaware State_52_New Haven_65,0
7,7,2025-11-23,@,Miami (FL),REG (Non-Conf),L,41,97,NA,14,54,.259,4,18,.222,10,36,.278,.296,9,17,.529,9,15,24,8,10,0,18,16,38,62,.613,10,23,.435,28,39,.718,.694,11,19,.579,10,32,42,28,10,3,11,14,delaware-state,2026,H,Delaware State,2026,Delaware State,2025-11-23_Delaware State_41_Miami (FL)_97,0
8,8,2025-11-26,N,Virginia St.,REG (Non-Conf),L,58,62,NA,26,71,.366,2,13,.154,24,58,.414,.380,4,5,.800,10,27,37,12,10,1,9,12,22,48,.458,9,17,.529,13,31,.419,.552,9,11,.818,1,27,28,17,8,2,13,10,delaware-state,2026,N,Delaware State,2026,Delaware State,2025-11-26_Delaware State_58_Virginia St._62,1
9,9,2025-11-29,@,UMBC,REG (Non-Conf),L,57,71,NA,24,63,.381,2,9,.222,22,54,.407,.397,7,9,.778,6,23,29,3,9,2,8,12,28,59,.475,9,23,.391,19,36,.528,.551,6,9,.667,8,29,37,14,2,4,12,13,delaware-state,2026,H,Delaware State,2026,Delaware State,2025-11-29_Delaware State_57_UMBC_71,0
12,12,2025-12-13,@,Longwood,REG (Non-Conf),W,81,76,NA,28,50,.560,8,12,.667,20,38,.526,.640,17,25,.680,4,14,18,15,11,3,8,18,26,53,.491,6,24,.250,20,29,.690,.547,18,20,.900,10,20,30,12,5,5,15,22,delaware-state,2026,H,Delaware State,2026,Delaware State,2025-12-13_Delaware State_81_Longwood_76,0
13,13,2025-12-18,@,Saint Joseph's,REG (Non-Conf),L,51,67,NA,20,62,.323,4,17,.235,16,45,.356,.355,7,11,.636,12,18,30,8,10,4,11,13,24,61,.393,8,27,.296,16,34,.471,.459,11,18,.611,16,28,44,13,8,9,12,11,delaware-state,2026,H,Delaware State,2026,Delaware State,2025-12-18_Delaware State_51_Saint Joseph's_67,0
15,15,2025-12-29,@,Rutgers,REG (Non-Conf),L,50,65,NA,17,51,.333,5,15,.333,12,36,.333,.382,11,18,.611,7,19,26,7,10,3,14,19,17,57,.298,7,27,.259,10,30,.333,.360,24,29,.828,17,29,46,7,12,6,17,16,delaware-state,2026,H,Delaware State,2026,Delaware State,2025-12-29_Delaware State_50_Rutgers_65,0
18,18,2026-01-12,@,Howard,REG (Conf),L,58,84,NA,18,49,.367,6,18,.333,12,31,.387,.429,16,21,.762,10,11,21,10,3,2,15,21,29,53,.547,5,15,.333,24,38,.632,.594,21,27,.778,10,18,28,21,9,4,7,20,delaware-state,2026,H,Delaware State,2026,Delaware State,2026-01-12_Delaware State_58_Howard_84,0
20,20,2026-01-26,@,South Carolina State,REG (Conf),L,64,70,NA,20,57,.351,3,18,.167,17,39,.436,.377,21,26,.808,9,22,31,10,5,2,10,21,22,46,.478,8,17,.471,14,29,.483,.565,18,28,.643,5,22,27,14,5,6,11,23,delaware-state,2026,H,Delaware State,2026,Delaware State,2026-01-26_Delaware State_64_South Carolina State_70,0
22,22,2026-02-07,@,Coppin State,REG (Conf),L,47,65,NA,14,48,.292,2,12,.167,12,36,.333,.313,17,21,.810,8,18,26,6,10,2,16,19,24,51,.471,4,14,.286,20,37,.541,.510,13,23,.565,9,25,34,14,8,8,17,15,delaware-state,2026,H,Delaware State,2026,Coppin State,2026-02-07_Delaware State_47_Coppin State_65,0
23,23,2026-02-09,@,North Carolina Central,REG (Conf),L,63,72,NA,24,50,.480,4,16,.250,20,34,.588,.520,11,15,.733,9,13,22,10,4,2,12,16,28,53,.528,3,9,.333,25,44,.568,.557,13,17,.765,10,15,25,14,7,3,7,15,delaware-state,2026,H,Delaware State,2026,Delaware State,2026-02-09_Delaware State_63_North Carolina Central_72,0
24,24,2026-02-14,@,Norfolk State,REG (Conf),L,58,75,NA,15,41,.366,2,12,.167,13,29,.448,.390,26,36,.722,5,19,24,4,5,1,11,28,27,50,.540,5,15,.333,22,35,.629,.590,16,27,.593,11,25,36,11,4,1,12,24,delaware-state,2026,H,Delaware State,2026,Delaware State,2026-02-14_Delaware State_58_Norfolk State_75,0
26,26,2026-02-21,@,Morgan State,REG (Conf),L,68,82,NA,25,64,.391,3,14,.214,22,50,.440,.414,15,23,.652,10,22,32,12,8,2,11,21,27,59,.458,8,23,.348,19,36,.528,.525,20,27,.741,9,27,36,19,4,4,14,16,delaware-state,2026,H,Delaware State,2026,Delaware State,2026-02-21_Delaware State_68_Morgan State_82,0
29,29,2026-03-05,@,Maryland Eastern Shore,REG (Conf),W,57,56,NA,21,52,.404,6,17,.353,15,35,.429,.462,9,13,.692,11,18,29,12,8,2,13,10,23,53,.434,2,13,.154,21,40,.525,.453,8,12,.667,13,19,32,12,7,8,13,9,delaware-state,2026,H,Delaware State,2026,Delaware State,2026-03-05_Delaware State_57_Maryland Eastern Shore_56,0
1,1,2025-11-03,@,Seattle,REG (Non-Conf),L,73,84,NA,21,56,.375,8,21,.381,13,35,.371,.446,23,28,.821,8,28,36,10,6,1,18,26,27,59,.458,8,19,.421,19,40,.475,.525,22,33,.667,10,25,35,9,7,5,12,18,denver,2026,H,Denver,2026,Denver,2025-11-03_Denver_73_Seattle_84,0
2,2,2025-11-06,@,Washington,REG (Non-Conf),L,70,84,NA,27,61,.443,8,27,.296,19,34,.559,.508,8,12,.667,8,21,29,14,2,1,13,17,33,65,.508,7,20,.350,26,45,.578,.562,11,15,.733,10,26,36,19,11,5,9,13,denver,2026,H,Denver,2026,Denver,2025-11-06_Denver_70_Washington_84,0
3,3,2025-11-09,@,Montana State,REG (Non-Conf),W,75,73,NA,32,55,.582,5,10,.500,27,45,.600,.627,6,10,.600,8,22,30,9,3,1,13,13,30,61,.492,8,28,.286,22,33,.667,.557,5,7,.714,8,14,22,10,11,1,8,13,denver,2026,H,Denver,2026,Denver,2025-11-09_Denver_75_Montana State_73,0
5,5,2025-11-21,@,Colorado State,REG (Non-Conf),W,83,81,NA,29,57,.509,10,21,.476,19,36,.528,.596,15,19,.789,8,12,20,10,4,0,3,29,19,39,.487,8,18,.444,11,21,.524,.590,35,44,.795,11,18,29,11,2,3,11,20,denver,2026,H,Denver,2026,Colorado State,2025-11-21_Denver_83_Colorado State_81,0
6,6,2025-11-24,@,Arizona,REG (Non-Conf),L,73,103,NA,24,60,.400,9,24,.375,15,36,.417,.475,16,24,.667,7,16,23,13,8,1,14,17,41,71,.577,12,27,.444,29,44,.659,.662,9,20,.450,18,29,47,27,9,4,15,21,denver,2026,H,Denver,2026,Arizona,2025-11-24_Denver_73_Arizona_103,0
7,7,2025-11-26,@,Wyoming,REG (Non-Conf),L,59,101,NA,21,61,.344,3,25,.120,18,36,.500,.369,14,22,.636,13,17,30,6,3,1,12,19,37,66,.561,10,22,.455,27,44,.614,.636,17,24,.708,14,29,43,14,9,1,9,24,denver,2026,H,Denver,2026,Denver,2025-11-26_Denver_59_Wyoming_101,0
9,9,2025-12-06,@,Idaho State,REG (Non-Conf),L,79,93,NA,27,55,.491,5,19,.263,22,36,.611,.536,20,27,.741,9,19,28,9,2,4,9,16,32,64,.500,15,29,.517,17,35,.486,.617,14,18,.778,11,20,31,14,5,7,6,22,denver,2026,H,Denver,2026,Denver,2025-12-06_Denver_79_Idaho State_93,0
14,14,2025-12-20,@,Northern Colorado,REG (Non-Conf),W,86,79,NA,30,57,.526,8,15,.533,22,42,.524,.596,18,20,.900,2,26,28,9,8,3,9,10,35,72,.486,5,25,.200,30,47,.638,.521,4,10,.400,14,23,37,10,4,3,9,14,denver,2026,H,Denver,2026,Denver,2025-12-20_Denver_86_Northern Colorado_79,0
15,15,2025-12-22,@,Tulsa,REG (Non-Conf),L,85,90,NA,29,65,.446,6,23,.261,23,42,.548,.492,21,26,.808,12,23,35,13,5,3,15,21,33,74,.446,6,21,.286,27,53,.509,.486,18,24,.750,17,20,37,11,12,3,9,22,denver,2026,H,Denver,2026,Denver,2025-12-22_Denver_85_Tulsa_90,0
17,17,2026-01-04,@,St. Thomas,REG (Conf),L,88,92,NA,27,55,.491,8,21,.381,19,34,.559,.564,26,30,.867,6,26,32,12,3,4,11,22,31,67,.463,13,33,.394,18,34,.529,.560,17,29,.586,13,19,32,20,7,1,7,19,denver,2026,H,Denver,2026,Denver,2026-01-04_Denver_88_St. Thomas_92,0
18,18,2026-01-08,@,South Dakota State,REG (Conf),L,79,87,NA,30,69,.435,9,24,.375,21,45,.467,.500,10,15,.667,14,17,31,10,6,2,7,19,31,62,.500,6,18,.333,25,44,.568,.548,19,25,.760,10,26,36,15,4,2,9,15,denver,2026,H,Denver,2026,Denver,2026-01-08_Denver_79_South Dakota State_87,0
19,19,2026-01-10,@,South Dakota,REG (Conf),L,72,82,NA,28,65,.431,5,23,.217,23,42,.548,.469,11,13,.846,10,25,35,11,3,0,10,15,29,57,.509,8,21,.381,21,36,.583,.579,16,22,.727,6,25,31,14,8,4,8,12,denver,2026,H,Denver,2026,Denver,2026-01-10_Denver_72_South Dakota_82,0
23,23,2026-01-28,@,Kansas City,REG (Conf),W,69,61,NA,25,68,.368,5,20,.250,20,48,.417,.404,14,19,.737,18,30,48,6,5,2,9,12,24,63,.381,5,25,.200,19,38,.500,.421,8,16,.500,7,25,32,7,6,5,8,20,denver,2026,H,Denver,2026,Denver,2026-01-28_Denver_69_Kansas City_61,0
25,25,2026-02-05,@,North Dakota State,REG (Conf),W,78,71,NA,28,55,.509,6,22,.273,22,33,.667,.564,16,19,.842,4,30,34,10,7,3,9,19,25,62,.403,6,20,.300,19,42,.452,.452,15,22,.682,10,21,31,10,5,0,10,15,denver,2026,H,Denver,2026,Denver,2026-02-05_Denver_78_North Dakota State_71,0
26,26,2026-02-07,@,North Dakota,REG (Conf),W,98,79,NA,35,60,.583,9,25,.360,26,35,.743,.658,19,23,.826,12,27,39,16,1,1,8,20,26,60,.433,3,21,.143,23,39,.590,.458,24,28,.857,8,16,24,6,5,2,3,22,denver,2026,H,Denver,2026,Denver,2026-02-07_Denver_98_North Dakota_79,0
28,28,2026-02-15,@,Omaha,REG (Conf),L,76,83,NA,31,67,.463,8,26,.308,23,41,.561,.522,6,7,.857,13,21,34,11,4,2,10,14,31,57,.544,11,19,.579,20,38,.526,.640,10,12,.833,1,21,22,20,6,4,6,13,denver,2026,H,Denver,2026,Denver,2026-02-15_Denver_76_Omaha_83,0
31,31,2026-02-26,@,Oral Roberts,REG (Conf),L,80,102,NA,28,63,.444,8,25,.320,20,38,.526,.508,16,24,.667,11,15,26,17,5,1,6,23,29,55,.527,9,21,.429,20,34,.588,.609,35,39,.897,10,30,40,9,3,0,11,23,denver,2026,H,Denver,2026,Denver,2026-02-26_Denver_80_Oral Roberts_102,0
32,32,2026-03-06,N,North Dakota,CTOURN,L,67,83,NA,20,46,.435,6,21,.286,14,25,.560,.500,21,32,.656,8,22,30,7,3,3,14,18,30,61,.492,9,23,.391,21,38,.553,.566,14,23,.609,9,22,31,14,7,0,8,24,denver,2026,N,Denver,2026,Denver,2026-03-06_Denver_67_North Dakota_83,1
7,7,2025-11-28,N,Georgia Tech,REG (Non-Conf),W,75,61,NA,27,56,.482,7,22,.318,20,34,.588,.545,14,17,.824,8,25,33,12,6,4,10,14,24,63,.381,2,18,.111,22,45,.489,.397,11,14,.786,11,19,30,14,7,3,10,16,depaul,2026,N,DePaul,2026,DePaul,2025-11-28_DePaul_75_Georgia Tech_61,1
8,8,2025-11-29,N,Louisiana State,REG (Non-Conf),L,63,96,NA,22,52,.423,7,23,.304,15,29,.517,.490,12,23,.522,6,11,17,14,7,3,12,25,35,51,.686,5,13,.385,30,38,.789,.735,21,26,.808,7,27,34,22,7,4,15,21,depaul,2026,N,DePaul,2026,DePaul,2025-11-29_DePaul_63_Louisiana State_96,1
11,11,2025-12-13,@,Wichita State,REG (Non-Conf),W,61,58,NA,24,47,.511,7,17,.412,17,30,.567,.585,6,10,.600,4,20,24,12,5,1,16,19,20,53,.377,5,17,.294,15,36,.417,.425,13,28,.464,13,18,31,5,10,4,10,12,depaul,2026,H,DePaul,2026,DePaul,2025-12-13_DePaul_61_Wichita State_58,0
12,12,2025-12-16,@,St. John's (NY),REG (Conf),L,66,79,NA,27,69,.391,7,25,.280,20,44,.455,.442,5,5,1.000,9,22,31,15,7,3,10,16,26,58,.448,10,22,.455,16,36,.444,.534,17,21,.810,8,29,37,14,8,6,10,10,depaul,2026,H,DePaul,2026,DePaul,2025-12-16_DePaul_66_St. John's (NY)_79,0
14,14,2025-12-31,@,Villanova,REG (Conf),L,66,71,NA,27,60,.450,5,19,.263,22,41,.537,.492,7,12,.583,11,30,41,13,2,7,14,25,20,58,.345,10,23,.435,10,35,.286,.431,21,31,.677,12,21,33,9,9,3,8,14,depaul,2026,H,DePaul,2026,DePaul,2025-12-31_DePaul_66_Villanova_71,0
17,17,2026-01-10,@,Connecticut,REG (Conf),L,60,72,NA,22,47,.468,4,13,.308,18,34,.529,.511,12,17,.706,6,18,24,12,7,2,15,20,25,50,.500,6,15,.400,19,35,.543,.560,16,19,.842,8,18,26,16,12,5,14,15,depaul,2026,H,DePaul,2026,Connecticut,2026-01-10_DePaul_60_Connecticut_72,0
19,19,2026-01-20,@,Butler,REG (Conf),L,80,87,NA,26,63,.413,10,33,.303,16,30,.533,.492,18,21,.857,11,15,26,14,8,5,9,21,29,51,.569,8,17,.471,21,34,.618,.647,21,31,.677,4,21,25,18,7,4,12,14,depaul,2026,H,DePaul,2026,Butler,2026-01-20_DePaul_80_Butler_87,0
21,21,2026-01-28,@,Georgetown,REG (Conf),L,61,70,NA,24,58,.414,11,28,.393,13,30,.433,.509,2,5,.400,11,12,23,14,7,0,11,15,24,47,.511,5,12,.417,19,35,.543,.564,17,18,.944,6,24,30,16,6,4,9,12,depaul,2026,H,DePaul,2026,DePaul,2026-01-28_DePaul_61_Georgetown_70,0
22,22,2026-01-31,@,Xavier,REG (Conf),L,66,68,NA,29,59,.492,8,24,.333,21,35,.600,.559,0,1,.000,7,22,29,16,7,1,9,13,23,50,.460,6,17,.353,17,33,.515,.520,16,19,.842,5,24,29,14,7,2,10,9,depaul,2026,H,DePaul,2026,DePaul,2026-01-31_DePaul_66_Xavier_68,0
24,24,2026-02-07,@,Providence,REG (Conf),L,72,90,NA,30,70,.429,5,23,.217,25,47,.532,.464,7,11,.636,12,13,25,11,12,1,10,21,33,56,.589,9,21,.429,24,35,.686,.670,15,25,.600,11,28,39,16,6,5,15,14,depaul,2026,H,DePaul,2026,DePaul,2026-02-07_DePaul_72_Providence_90,0
26,26,2026-02-18,@,Seton Hall,REG (Conf),W,69,57,NA,22,53,.415,6,21,.286,16,32,.500,.472,19,26,.731,12,19,31,10,7,4,12,19,21,45,.467,4,10,.400,17,35,.486,.511,11,15,.733,3,18,21,9,11,5,13,15,depaul,2026,H,DePaul,2026,DePaul,2026-02-18_DePaul_69_Seton Hall_57,0
28,28,2026-02-25,@,Creighton,REG (Conf),W,72,71,NA,28,56,.500,10,19,.526,18,37,.486,.589,6,8,.750,6,22,28,18,10,2,11,14,25,56,.446,10,25,.400,15,31,.484,.536,11,13,.846,10,19,29,14,7,3,12,10,depaul,2026,H,DePaul,2026,Creighton,2026-02-25_DePaul_72_Creighton_71,0
29,29,2026-03-01,@,Marquette,REG (Conf),W,62,51,NA,20,52,.385,7,23,.304,13,29,.448,.452,15,19,.789,9,28,37,11,7,1,12,20,18,47,.383,4,22,.182,14,25,.560,.426,11,22,.500,6,21,27,9,11,6,13,19,depaul,2026,H,DePaul,2026,DePaul,2026-03-01_DePaul_62_Marquette_51,0
1,1,2025-11-03,@,Illinois Chicago,REG (Non-Conf),L,71,91,NA,24,77,.312,8,40,.200,16,37,.432,.364,15,20,.750,18,21,39,13,11,4,14,25,25,56,.446,11,26,.423,14,30,.467,.545,30,36,.833,10,31,41,17,7,7,15,17,detroit-mercy,2026,H,Detroit Mercy,2026,Detroit Mercy,2025-11-03_Detroit Mercy_71_Illinois Chicago_91,0
2,2,2025-11-07,@,Notre Dame,REG (Non-Conf),L,70,102,NA,28,67,.418,9,30,.300,19,37,.514,.485,5,10,.500,7,24,31,15,5,3,12,21,36,69,.522,14,32,.438,22,37,.595,.623,16,22,.727,10,33,43,19,8,2,6,15,detroit-mercy,2026,H,Detroit Mercy,2026,Detroit Mercy,2025-11-07_Detroit Mercy_70_Notre Dame_102,0
4,4,2025-11-15,@,Toledo,REG (Non-Conf),L,83,90,NA,32,71,.451,8,25,.320,24,46,.522,.507,11,17,.647,13,22,35,13,6,2,12,24,31,59,.525,7,25,.280,24,34,.706,.585,21,30,.700,8,24,32,20,6,3,14,17,detroit-mercy,2026,H,Detroit Mercy,2026,Detroit Mercy,2025-11-15_Detroit Mercy_83_Toledo_90,0
6,6,2025-11-21,@,Michigan State,REG (Non-Conf),L,56,84,NA,22,60,.367,5,20,.250,17,40,.425,.408,7,8,.875,9,19,28,9,7,2,15,21,28,61,.459,8,27,.296,20,34,.588,.525,20,26,.769,15,24,39,18,8,5,12,13,detroit-mercy,2026,H,Detroit Mercy,2026,Detroit Mercy,2025-11-21_Detroit Mercy_56_Michigan State_84,0
7,7,2025-11-23,@,DePaul,REG (Non-Conf),L,75,95,NA,27,59,.458,5,12,.417,22,47,.468,.500,16,19,.842,9,16,25,16,4,1,12,18,30,59,.508,14,27,.519,16,32,.500,.627,21,26,.808,10,21,31,24,6,1,7,19,detroit-mercy,2026,H,Detroit Mercy,2026,DePaul,2025-11-23_Detroit Mercy_75_DePaul_95,0
8,8,2025-11-29,@,Niagara,REG (Non-Conf),W,70,66,NA,22,55,.400,3,17,.176,19,38,.500,.427,23,30,.767,11,27,38,11,2,1,9,19,25,56,.446,7,28,.250,18,28,.643,.509,9,14,.643,3,19,22,18,2,2,8,21,detroit-mercy,2026,H,Detroit Mercy,2026,Detroit Mercy,2025-11-29_Detroit Mercy_70_Niagara_66,0
10,10,2025-12-06,@,Cleveland State,REG (Conf),W,71,59,NA,26,58,.448,5,16,.313,21,42,.500,.491,14,19,.737,6,22,28,15,3,4,6,20,18,58,.310,9,30,.300,9,28,.321,.388,14,20,.700,15,22,37,9,4,4,11,18,detroit-mercy,2026,H,Detroit Mercy,2026,Cleveland State,2025-12-06_Detroit Mercy_71_Cleveland State_59,0
11,11,2025-12-14,@,Purdue Fort Wayne,REG (Conf),L,77,81,NA,28,68,.412,9,20,.450,19,48,.396,.478,12,14,.857,15,29,44,12,1,2,9,23,29,60,.483,9,28,.321,20,32,.625,.558,14,27,.519,6,24,30,15,6,2,2,15,detroit-mercy,2026,H,Detroit Mercy,2026,Detroit Mercy,2025-12-14_Detroit Mercy_77_Purdue Fort Wayne_81,0
13,13,2025-12-29,@,Youngstown State,REG (Conf),W,73,68,NA,24,56,.429,7,15,.467,17,41,.415,.491,18,25,.720,12,26,38,11,5,9,14,19,22,67,.328,10,38,.263,12,29,.414,.403,14,20,.700,12,24,36,11,10,4,8,19,detroit-mercy,2026,H,Detroit Mercy,2026,Detroit Mercy,2025-12-29_Detroit Mercy_73_Youngstown State_68,0
17,17,2026-01-15,@,Northern Kentucky,REG (Conf),L,71,96,NA,30,78,.385,8,28,.286,22,50,.440,.436,3,9,.333,14,21,35,8,5,2,7,21,32,59,.542,9,23,.391,23,36,.639,.619,23,31,.742,7,31,38,19,5,5,9,14,detroit-mercy,2026,H,Detroit Mercy,2026,Detroit Mercy,2026-01-15_Detroit Mercy_71_Northern Kentucky_96,0
18,18,2026-01-17,@,IU Indy,REG (Conf),W,80,77,NA,24,61,.393,6,17,.353,18,44,.409,.443,26,30,.867,13,24,37,13,8,2,12,11,32,69,.464,6,29,.207,26,40,.650,.507,7,10,.700,10,21,31,21,7,4,13,21,detroit-mercy,2026,H,Detroit Mercy,2026,Detroit Mercy,2026-01-17_Detroit Mercy_80_IU Indy_77,0
