Rk,Gtm,Date,...4,Opp,Type,ScoreRslt,ScoreTm,ScoreOpp,ScoreOT,TeamFG,TeamFGA,TeamFG_pct,Team3P,Team3PA,Team3P_pct,Team2P,Team2PA,Team2P_pct,TeameFG_pct,TeamFT,TeamFTA,TeamFT_pct,TeamORB,TeamDRB,TeamTRB,TeamAST,TeamSTL,TeamBLK,TeamTOV,TeamPF,OpponentFG,OpponentFGA,OpponentFG_pct,Opponent3P,Opponent3PA,Opponent3P_pct,Opponent2P,Opponent2PA,Opponent2P_pct,OpponenteFG_pct,OpponentFT,OpponentFTA,OpponentFT_pct,OpponentORB,OpponentDRB,OpponentTRB,OpponentAST,OpponentSTL,OpponentBLK,OpponentTOV,OpponentPF,team,season,homeaway,team_full,year,alphteam,gameid,Neutral
25,25,2022-02-17,@,Sam Houston State,REG (Conf),L,71,75,OT,22,61,.361,4,25,.160,18,36,.500,.393,23,26,.885,13,30,43,13,7,2,15,24,27,60,.450,5,18,.278,22,42,.524,.492,16,25,.640,7,22,29,12,7,2,11,19,abilene-christian,2022,H,Abilene Christian,2026,Abilene Christian,2022-02-17_Abilene Christian_71_Sam Houston State_75,0
27,27,2022-02-26,@,Stephen F. Austin,REG (Conf),L,71,73,NA,21,54,.389,6,19,.316,15,35,.429,.444,23,27,.852,9,18,27,13,5,1,10,19,28,52,.538,4,11,.364,24,41,.585,.577,13,23,.565,12,23,35,12,5,6,14,25,abilene-christian,2022,H,Abilene Christian,2026,Abilene Christian,2022-02-26_Abilene Christian_71_Stephen F. Austin_73,0
30,30,2022-03-09,N,Utah Valley,CTOURN,W,82,74,NA,28,55,.509,11,21,.524,17,34,.500,.609,15,19,.789,3,13,16,15,10,1,9,20,24,46,.522,11,26,.423,13,20,.650,.641,15,18,.833,9,24,33,18,4,6,20,21,abilene-christian,2022,N,Abilene Christian,2026,Abilene Christian,2022-03-09_Abilene Christian_82_Utah Valley_74,1
31,31,2022-03-10,N,Stephen F. Austin,CTOURN,W,76,62,NA,26,49,.531,7,15,.467,19,34,.559,.602,17,23,.739,2,21,23,17,13,2,13,23,18,51,.353,5,18,.278,13,33,.394,.402,21,24,.875,9,21,30,7,5,6,21,23,abilene-christian,2022,N,Abilene Christian,2026,Abilene Christian,2022-03-10_Abilene Christian_76_Stephen F. Austin_62,1
32,32,2022-03-11,N,Seattle,CTOURN,W,78,76,NA,23,60,.383,4,20,.200,19,40,.475,.417,28,39,.718,9,25,34,7,8,2,7,24,23,55,.418,10,26,.385,13,29,.448,.509,20,27,.741,10,31,41,9,2,3,19,29,abilene-christian,2022,N,Abilene Christian,2026,Abilene Christian,2022-03-11_Abilene Christian_78_Seattle_76,1
33,33,2022-03-12,N,New Mexico State,CTOURN,L,52,66,NA,17,52,.327,6,22,.273,11,30,.367,.385,12,16,.750,4,17,21,6,5,1,11,18,20,53,.377,8,25,.320,12,28,.429,.453,18,23,.783,15,25,40,12,3,6,14,17,abilene-christian,2022,N,Abilene Christian,2026,Abilene Christian,2022-03-12_Abilene Christian_52_New Mexico State_66,1
34,34,2022-03-20,N,Troy,CBI,W,82,70,NA,28,63,.444,9,25,.360,19,38,.500,.516,17,23,.739,10,20,30,18,13,2,13,17,23,50,.460,8,23,.348,15,27,.556,.540,16,17,.941,4,25,29,14,8,4,20,22,abilene-christian,2022,N,Abilene Christian,2026,Abilene Christian,2022-03-20_Abilene Christian_82_Troy_70,1
35,35,2022-03-21,N,Ohio,CBI,W,91,86,NA,29,55,.527,8,18,.444,21,37,.568,.600,25,29,.862,4,22,26,18,10,2,11,32,26,53,.491,7,23,.304,19,30,.633,.557,27,40,.675,10,23,33,10,5,2,14,23,abilene-christian,2022,N,Abilene Christian,2026,Abilene Christian,2022-03-21_Abilene Christian_91_Ohio_86,1
36,36,2022-03-22,N,Middle Tennessee,CBI,L,69,85,NA,20,49,.408,8,19,.421,12,30,.400,.490,21,27,.778,10,20,30,10,5,2,16,20,30,53,.566,10,22,.455,20,31,.645,.660,15,23,.652,3,20,23,19,11,4,10,23,abilene-christian,2022,N,Abilene Christian,2026,Abilene Christian,2022-03-22_Abilene Christian_69_Middle Tennessee_85,1
1,1,2021-11-11,N,South Dakota,REG (Non-Conf),L,53,59,NA,20,45,.444,7,23,.304,13,22,.591,.522,6,12,.500,0,27,27,8,5,5,16,18,21,58,.362,6,18,.333,15,40,.375,.414,11,16,.688,11,26,37,10,6,2,12,15,air-force,2022,N,Air Force,2026,Air Force,2021-11-11_Air Force_53_South Dakota_59,1
2,2,2021-11-13,@,Tulsa,REG (Non-Conf),W,59,58,NA,24,49,.490,9,27,.333,15,22,.682,.582,2,3,.667,4,24,28,13,3,3,17,13,22,59,.373,7,22,.318,15,37,.405,.432,7,8,.875,8,16,24,7,6,1,8,11,air-force,2022,H,Air Force,2026,Air Force,2021-11-13_Air Force_59_Tulsa_58,0
4,4,2021-11-20,N,Holy Cross,REG (Non-Conf),W,72,53,NA,28,59,.475,9,24,.375,19,35,.543,.551,7,10,.700,7,16,23,15,11,6,9,20,18,48,.375,0,8,.000,18,40,.450,.375,17,24,.708,15,25,40,1,4,4,21,18,air-force,2022,N,Air Force,2026,Air Force,2021-11-20_Air Force_72_Holy Cross_53,1
5,5,2021-11-21,N,Bethune Cookman,REG (Non-Conf),W,73,65,NA,23,47,.489,7,18,.389,16,29,.552,.564,20,24,.833,8,19,27,10,6,3,10,17,24,45,.533,3,8,.375,21,37,.568,.567,14,19,.737,4,16,20,9,9,4,12,22,air-force,2022,N,Air Force,2026,Air Force,2021-11-21_Air Force_73_Bethune Cookman_65,1
9,9,2021-12-08,@,Montana,REG (Non-Conf),L,48,66,NA,16,46,.348,7,16,.438,9,30,.300,.424,9,13,.692,2,16,18,8,7,6,12,16,23,52,.442,3,13,.231,20,39,.513,.471,17,17,1.000,11,27,38,12,4,2,16,15,air-force,2022,H,Air Force,2026,Air Force,2021-12-08_Air Force_48_Montana_66,0
10,10,2021-12-19,@,Arkansas State,REG (Non-Conf),L,46,68,NA,18,56,.321,6,21,.286,12,35,.343,.375,4,7,.571,11,18,29,12,7,1,13,15,27,57,.474,5,16,.313,22,41,.537,.518,9,14,.643,15,29,44,16,6,5,15,12,air-force,2022,H,Air Force,2026,Air Force,2021-12-19_Air Force_46_Arkansas State_68,0
11,11,2021-12-21,@,Tarleton State,REG (Non-Conf),L,45,67,NA,16,39,.410,5,18,.278,11,21,.524,.474,8,11,.727,3,17,20,11,4,3,17,17,25,43,.581,6,14,.429,19,29,.655,.651,11,18,.611,4,19,23,9,9,1,9,14,air-force,2022,H,Air Force,2026,Air Force,2021-12-21_Air Force_45_Tarleton State_67,0
13,13,2022-01-04,@,Colorado State,REG (Conf),L,59,67,NA,23,44,.523,10,21,.476,13,23,.565,.636,3,6,.500,2,20,22,15,3,2,10,16,23,57,.404,7,23,.304,16,34,.471,.465,14,19,.737,12,21,33,10,6,3,6,16,air-force,2022,H,Air Force,2026,Air Force,2022-01-04_Air Force_59_Colorado State_67,0
15,15,2022-01-18,@,Boise State,REG (Conf),L,56,62,NA,22,43,.512,6,13,.462,16,30,.533,.581,6,14,.429,7,16,23,12,5,1,17,23,19,39,.487,5,14,.357,14,25,.560,.551,19,32,.594,7,16,23,9,8,7,13,17,air-force,2022,H,Air Force,2026,Air Force,2022-01-18_Air Force_56_Boise State_62,0
18,18,2022-01-25,@,San Jose State,REG (Conf),W,63,53,NA,21,53,.396,12,28,.429,9,25,.360,.509,9,13,.692,10,21,31,9,6,8,10,16,20,52,.385,3,14,.214,17,38,.447,.413,10,12,.833,10,20,30,8,4,6,11,16,air-force,2022,H,Air Force,2026,Air Force,2022-01-25_Air Force_63_San Jose State_53,0
20,20,2022-02-01,@,Utah State,REG (Conf),L,46,73,NA,18,50,.360,2,15,.133,16,35,.457,.380,8,11,.727,0,13,13,11,10,0,9,19,26,42,.619,5,16,.313,21,26,.808,.679,16,17,.941,3,30,33,21,3,3,18,18,air-force,2022,H,Air Force,2026,Air Force,2022-02-01_Air Force_46_Utah State_73,0
22,22,2022-02-08,@,UNLV,REG (Conf),L,44,78,NA,14,46,.304,6,25,.240,8,21,.381,.370,10,15,.667,4,13,17,10,4,2,9,14,26,50,.520,11,19,.579,15,31,.484,.630,15,16,.938,10,28,38,20,5,4,10,14,air-force,2022,H,Air Force,2026,Air Force,2022-02-08_Air Force_44_UNLV_78,0
23,23,2022-02-12,@,San Diego State,REG (Conf),L,64,76,NA,24,49,.490,4,18,.222,20,31,.645,.531,12,15,.800,3,13,16,11,6,2,11,21,25,40,.625,5,10,.500,20,30,.667,.688,21,27,.778,6,21,27,17,5,5,16,18,air-force,2022,H,Air Force,2026,Air Force,2022-02-12_Air Force_64_San Diego State_76,0
25,25,2022-02-19,@,Wyoming,REG (Conf),L,67,75,NA,26,59,.441,9,19,.474,17,40,.425,.517,6,9,.667,8,14,22,10,2,2,7,26,25,49,.510,3,17,.176,22,32,.688,.541,22,26,.846,6,23,29,11,1,2,8,13,air-force,2022,H,Air Force,2026,Air Force,2022-02-19_Air Force_67_Wyoming_75,0
27,27,2022-02-26,@,New Mexico,REG (Conf),L,65,69,NA,24,53,.453,4,17,.235,20,36,.556,.491,13,23,.565,10,23,33,15,4,0,12,21,21,54,.389,2,16,.125,19,38,.500,.407,25,30,.833,11,24,35,7,4,5,8,20,air-force,2022,H,Air Force,2026,Air Force,2022-02-26_Air Force_65_New Mexico_69,0
29,29,2022-03-09,N,Utah State,CTOURN,L,56,83,NA,23,51,.451,3,14,.214,20,37,.541,.480,7,11,.636,4,21,25,14,4,1,14,16,29,54,.537,9,21,.429,20,33,.606,.620,16,21,.762,6,23,29,19,8,1,9,16,air-force,2022,N,Air Force,2026,Air Force,2022-03-09_Air Force_56_Utah State_83,1
1,1,2021-11-09,@,Ohio State,REG (Non-Conf),L,66,67,NA,25,58,.431,7,22,.318,18,36,.500,.491,9,12,.750,10,19,29,5,4,2,11,19,26,60,.433,4,14,.286,22,46,.478,.467,11,16,.688,16,19,35,11,5,5,9,15,akron,2022,H,Akron,2026,Akron,2021-11-09_Akron_66_Ohio State_67,0
4,4,2021-11-22,N,Fordham,REG (Non-Conf),L,43,63,NA,16,51,.314,1,18,.056,15,33,.455,.324,10,19,.526,6,25,31,4,3,2,8,21,21,51,.412,6,17,.353,15,34,.441,.471,15,21,.714,8,28,36,7,4,3,7,20,akron,2022,N,Akron,2026,Akron,2021-11-22_Akron_43_Fordham_63,1
5,5,2021-11-23,N,Appalachian State,REG (Non-Conf),L,45,57,NA,18,59,.305,7,33,.212,11,26,.423,.364,2,7,.286,8,30,38,11,8,2,14,18,18,51,.353,6,20,.300,12,31,.387,.412,15,18,.833,3,30,33,4,7,3,9,9,akron,2022,N,Akron,2026,Akron,2021-11-23_Akron_45_Appalachian State_57,1
6,6,2021-11-24,N,Evansville,REG (Non-Conf),W,69,60,NA,21,43,.488,10,15,.667,11,28,.393,.605,17,27,.630,7,25,32,10,3,2,11,20,22,59,.373,6,23,.261,16,36,.444,.424,10,14,.714,11,18,29,8,5,1,7,22,akron,2022,N,Akron,2026,Akron,2021-11-24_Akron_69_Evansville_60,1
10,10,2021-12-15,@,Wright State,REG (Non-Conf),W,66,48,NA,25,54,.463,9,23,.391,16,31,.516,.546,7,10,.700,7,27,34,11,6,1,12,15,19,51,.373,3,15,.200,16,36,.444,.402,7,12,.583,6,18,24,4,6,2,10,10,akron,2022,H,Akron,2026,Akron,2021-12-15_Akron_66_Wright State_48,0
14,14,2022-01-14,@,Kent State,REG (Conf),L,55,67,NA,19,54,.352,4,24,.167,15,30,.500,.389,13,18,.722,7,18,25,6,6,2,10,15,25,54,.463,9,22,.409,16,32,.500,.546,8,13,.615,11,25,36,10,6,3,12,19,akron,2022,H,Akron,2026,Akron,2022-01-14_Akron_55_Kent State_67,0
16,16,2022-01-20,@,Bowling Green,REG (Conf),W,91,66,NA,32,61,.525,14,27,.519,18,34,.529,.639,13,16,.813,8,23,31,15,8,2,6,15,24,67,.358,5,23,.217,19,44,.432,.396,13,15,.867,17,20,37,4,4,0,13,19,akron,2022,H,Akron,2026,Akron,2022-01-20_Akron_91_Bowling Green_66,0
18,18,2022-01-25,@,Central Michigan,REG (Conf),W,60,56,NA,22,46,.478,4,15,.267,18,31,.581,.522,12,15,.800,6,24,30,8,4,5,13,14,22,61,.361,6,16,.375,16,45,.356,.410,6,7,.857,11,18,29,10,8,4,10,16,akron,2022,H,Akron,2026,Akron,2022-01-25_Akron_60_Central Michigan_56,0
19,19,2022-01-28,@,Toledo,REG (Conf),L,76,84,NA,28,64,.438,7,25,.280,21,39,.538,.492,13,23,.565,11,18,29,15,5,2,9,17,33,56,.589,5,15,.333,28,41,.683,.634,13,17,.765,7,24,31,17,6,5,9,19,akron,2022,H,Akron,2026,Akron,2022-01-28_Akron_76_Toledo_84,0
21,21,2022-02-06,@,Miami (OH),REG (Conf),W,71,59,NA,22,42,.524,10,19,.526,12,23,.522,.643,17,23,.739,6,28,34,9,5,3,16,13,21,53,.396,7,23,.304,14,30,.467,.462,10,11,.909,1,15,16,9,8,1,10,19,akron,2022,H,Akron,2026,Akron,2022-02-06_Akron_71_Miami (OH)_59,0
22,22,2022-02-08,@,Northern Illinois,REG (Conf),W,70,64,NA,21,40,.525,6,15,.400,15,25,.600,.600,22,26,.846,5,20,25,12,6,2,14,13,22,46,.478,7,18,.389,15,28,.536,.554,13,15,.867,4,17,21,10,5,0,12,20,akron,2022,H,Akron,2026,Akron,2022-02-08_Akron_70_Northern Illinois_64,0
24,24,2022-02-15,@,Western Michigan,REG (Conf),L,57,61,OT,19,58,.328,7,27,.259,12,31,.387,.388,12,23,.522,12,30,42,10,4,9,11,17,21,65,.323,8,22,.364,13,43,.302,.385,11,17,.647,14,31,45,9,5,3,9,19,akron,2022,H,Akron,2026,Akron,2022-02-15_Akron_57_Western Michigan_61,0
26,26,2022-02-19,@,Eastern Michigan,REG (Conf),W,67,48,NA,25,52,.481,8,18,.444,17,34,.500,.558,9,12,.750,6,27,33,8,6,5,12,12,20,56,.357,4,22,.182,16,34,.471,.393,4,6,.667,6,24,30,6,5,3,10,13,akron,2022,H,Akron,2026,Akron,2022-02-19_Akron_67_Eastern Michigan_48,0
28,28,2022-02-25,@,Ohio,REG (Conf),W,91,83,NA,30,48,.625,4,15,.267,26,33,.788,.667,27,35,.771,6,27,33,11,6,4,11,16,30,62,.484,15,36,.417,15,26,.577,.605,8,13,.615,6,13,19,15,5,3,10,24,akron,2022,H,Akron,2026,Akron,2022-02-25_Akron_91_Ohio_83,0
29,29,2022-03-01,@,Ball State,REG (Conf),W,79,60,NA,24,55,.436,11,26,.423,13,29,.448,.536,20,25,.800,7,22,29,11,8,3,6,16,18,52,.346,7,19,.368,11,33,.333,.413,17,20,.850,8,23,31,9,1,1,15,18,akron,2022,H,Akron,2026,Akron,2022-03-01_Akron_79_Ball State_60,0
31,31,2022-03-10,N,Buffalo,CTOURN,W,70,68,NA,24,55,.436,9,17,.529,15,38,.395,.518,13,16,.813,8,24,32,8,8,5,14,18,23,57,.404,6,20,.300,17,37,.459,.456,16,20,.800,12,21,33,9,10,5,14,17,akron,2022,N,Akron,2026,Akron,2022-03-10_Akron_70_Buffalo_68,1
32,32,2022-03-11,N,Toledo,CTOURN,W,70,62,NA,25,53,.472,8,23,.348,17,30,.567,.547,12,15,.800,8,26,34,9,5,5,8,19,24,54,.444,4,15,.267,20,39,.513,.481,10,22,.455,9,21,30,7,5,0,8,16,akron,2022,N,Akron,2026,Akron,2022-03-11_Akron_70_Toledo_62,1
33,33,2022-03-12,N,Kent State,CTOURN,W,75,55,NA,25,48,.521,10,19,.526,15,29,.517,.625,15,21,.714,8,14,22,16,12,1,11,7,22,47,.468,7,17,.412,15,30,.500,.543,4,5,.800,8,14,22,10,4,1,18,18,akron,2022,N,Akron,2026,Akron,2022-03-12_Akron_75_Kent State_55,1
34,34,2022-03-17,N,UCLA,ROUND-64,L,53,57,NA,21,53,.396,4,17,.235,17,36,.472,.434,7,8,.875,8,26,34,4,6,2,10,15,19,54,.352,8,22,.364,11,32,.344,.426,11,13,.846,7,21,28,14,9,6,7,11,akron,2022,N,Akron,2026,Akron,2022-03-17_Akron_53_UCLA_57,1
5,5,2021-11-25,N,Iona,REG (Non-Conf),L,68,72,NA,25,56,.446,5,17,.294,20,39,.513,.491,13,25,.520,8,30,38,7,7,3,13,18,26,59,.441,4,21,.190,22,38,.579,.475,16,21,.762,5,26,31,13,8,4,11,17,alabama,2022,N,Alabama,2026,Alabama,2021-11-25_Alabama_68_Iona_72,1
6,6,2021-11-26,N,Drake,REG (Non-Conf),W,80,71,NA,31,57,.544,5,19,.263,26,38,.684,.588,13,22,.591,10,25,35,11,8,6,17,17,27,63,.429,7,19,.368,20,44,.455,.484,10,17,.588,13,20,33,10,7,1,14,20,alabama,2022,N,Alabama,2026,Alabama,2021-11-26_Alabama_80_Drake_71,1
7,7,2021-11-28,N,Miami (FL),REG (Non-Conf),W,96,64,NA,37,69,.536,16,30,.533,21,39,.538,.652,6,11,.545,14,28,42,22,4,3,11,17,23,50,.460,4,17,.235,19,33,.576,.500,14,20,.700,4,19,23,6,8,2,13,16,alabama,2022,N,Alabama,2026,Alabama,2021-11-28_Alabama_96_Miami (FL)_64,1
8,8,2021-12-04,N,Gonzaga,REG (Non-Conf),W,91,82,NA,31,72,.431,13,34,.382,18,38,.474,.521,16,22,.727,9,30,39,15,7,9,12,24,30,67,.448,9,23,.391,21,44,.477,.515,13,25,.520,12,27,39,17,6,9,12,15,alabama,2022,N,Alabama,2026,Alabama,2021-12-04_Alabama_91_Gonzaga_82,1
10,10,2021-12-14,@,Memphis,REG (Non-Conf),L,78,92,NA,30,65,.462,10,33,.303,20,32,.625,.538,8,12,.667,14,15,29,16,11,3,19,20,32,60,.533,8,23,.348,24,37,.649,.600,20,25,.800,11,17,28,20,12,3,17,12,alabama,2022,H,Alabama,2026,Alabama,2021-12-14_Alabama_78_Memphis_92,0
12,12,2021-12-21,N,Davidson,REG (Non-Conf),L,78,79,NA,30,67,.448,12,36,.333,18,31,.581,.537,6,8,.750,14,22,36,17,5,4,11,12,31,58,.534,12,24,.500,19,34,.559,.638,5,5,1.000,4,21,25,22,6,3,11,13,alabama,2022,N,Alabama,2026,Alabama,2021-12-21_Alabama_78_Davidson_79,1
14,14,2022-01-05,@,Florida,REG (Conf),W,83,70,NA,29,72,.403,9,32,.281,20,40,.500,.465,16,19,.842,16,19,35,16,13,5,11,21,22,52,.423,8,23,.348,14,29,.483,.500,18,28,.643,13,22,35,12,5,7,20,20,alabama,2022,H,Alabama,2026,Alabama,2022-01-05_Alabama_83_Florida_70,0
15,15,2022-01-08,@,Missouri,REG (Conf),L,86,92,NA,33,67,.493,9,24,.375,24,43,.558,.560,11,16,.688,10,18,28,15,6,6,6,18,31,63,.492,9,24,.375,22,39,.564,.563,21,27,.778,13,26,39,19,4,5,10,14,alabama,2022,H,Alabama,2026,Alabama,2022-01-08_Alabama_86_Missouri_92,0
17,17,2022-01-15,@,Mississippi State,REG (Conf),L,76,78,NA,22,56,.393,8,29,.276,14,27,.519,.464,24,28,.857,13,18,31,12,7,3,15,26,24,59,.407,2,16,.125,22,43,.512,.424,28,38,.737,17,24,41,9,8,2,13,21,alabama,2022,H,Alabama,2026,Alabama,2022-01-15_Alabama_76_Mississippi State_78,0
20,20,2022-01-25,@,Georgia,REG (Conf),L,76,82,NA,27,62,.435,9,34,.265,18,28,.643,.508,13,20,.650,16,24,40,18,9,7,19,23,25,56,.446,8,23,.348,17,33,.515,.518,24,30,.800,9,19,28,16,5,1,13,20,alabama,2022,H,Alabama,2026,Alabama,2022-01-25_Alabama_76_Georgia_82,0
22,22,2022-02-01,@,Auburn,REG (Conf),L,81,100,NA,25,70,.357,14,37,.378,11,33,.333,.457,17,22,.773,13,22,35,13,6,5,10,30,32,66,.485,5,21,.238,27,45,.600,.523,31,39,.795,10,34,44,12,7,10,8,18,alabama,2022,H,Alabama,2026,Alabama,2022-02-01_Alabama_81_Auburn_100,0
24,24,2022-02-09,@,Ole Miss,REG (Conf),W,97,83,NA,36,60,.600,14,22,.636,22,38,.579,.717,11,15,.733,5,28,33,23,4,4,12,15,32,67,.478,12,28,.429,20,39,.513,.567,7,14,.500,9,19,28,18,6,1,6,16,alabama,2022,H,Alabama,2026,Alabama,2022-02-09_Alabama_97_Ole Miss_83,0
27,27,2022-02-19,@,Kentucky,REG (Conf),L,81,90,NA,30,69,.435,14,40,.350,16,29,.552,.536,7,9,.778,16,14,30,15,6,5,9,16,33,62,.532,9,14,.643,24,48,.500,.605,15,19,.789,15,21,36,13,7,3,7,7,alabama,2022,H,Alabama,2026,Alabama,2022-02-19_Alabama_81_Kentucky_90,0
28,28,2022-02-22,@,Vanderbilt,REG (Conf),W,74,72,NA,22,58,.379,8,28,.286,14,30,.467,.448,22,25,.880,13,26,39,13,8,8,18,25,19,53,.358,7,21,.333,12,32,.375,.425,27,36,.750,11,21,32,12,12,5,16,21,alabama,2022,H,Alabama,2026,Alabama,2022-02-22_Alabama_74_Vanderbilt_72,0
31,31,2022-03-05,@,Louisiana State,REG (Conf),L,77,80,OT,23,61,.377,11,40,.275,12,21,.571,.467,20,22,.909,14,24,38,12,9,0,19,17,28,61,.459,7,20,.350,21,41,.512,.516,17,23,.739,10,21,31,13,16,4,13,16,alabama,2022,H,Alabama,2026,Alabama,2022-03-05_Alabama_77_Louisiana State_80,0
32,32,2022-03-10,N,Vanderbilt,CTOURN,L,76,82,NA,24,67,.358,8,34,.235,16,33,.485,.418,20,34,.588,12,32,44,16,5,0,18,30,21,53,.396,9,26,.346,12,27,.444,.481,31,45,.689,5,27,32,13,10,3,10,24,alabama,2022,N,Alabama,2026,Alabama,2022-03-10_Alabama_76_Vanderbilt_82,1
33,33,2022-03-18,N,Notre Dame,ROUND-64,L,64,78,NA,26,64,.406,8,24,.333,18,40,.450,.469,4,7,.571,10,18,28,16,9,4,14,14,29,54,.537,10,16,.625,19,38,.500,.630,10,11,.909,4,23,27,13,10,1,18,13,alabama,2022,N,Alabama,2026,Alabama,2022-03-18_Alabama_64_Notre Dame_78,1
2,2,2021-11-13,@,Jacksonville State,REG (Non-Conf),L,47,70,NA,18,60,.300,5,22,.227,13,38,.342,.342,6,9,.667,6,20,26,6,7,0,12,18,20,52,.385,13,29,.448,7,23,.304,.510,17,20,.850,7,33,40,16,6,2,11,14,alabama-am,2022,H,Alabama A&M,2026,Alabama A&M,2021-11-13_Alabama A&M_47_Jacksonville State_70,0
3,3,2021-11-16,@,Cincinnati,REG (Non-Conf),L,66,89,NA,23,62,.371,3,10,.300,20,52,.385,.395,17,21,.810,7,19,26,11,9,2,12,21,29,61,.475,11,28,.393,18,33,.545,.566,20,25,.800,11,29,40,22,6,4,12,20,alabama-am,2022,H,Alabama A&M,2026,Alabama A&M,2021-11-16_Alabama A&M_66_Cincinnati_89,0
