Rk,Gtm,Date,...4,Opp,Type,ScoreRslt,ScoreTm,ScoreOpp,ScoreOT,TeamFG,TeamFGA,TeamFG_pct,Team3P,Team3PA,Team3P_pct,Team2P,Team2PA,Team2P_pct,TeameFG_pct,TeamFT,TeamFTA,TeamFT_pct,TeamORB,TeamDRB,TeamTRB,TeamAST,TeamSTL,TeamBLK,TeamTOV,TeamPF,OpponentFG,OpponentFGA,OpponentFG_pct,Opponent3P,Opponent3PA,Opponent3P_pct,Opponent2P,Opponent2PA,Opponent2P_pct,OpponenteFG_pct,OpponentFT,OpponentFTA,OpponentFT_pct,OpponentORB,OpponentDRB,OpponentTRB,OpponentAST,OpponentSTL,OpponentBLK,OpponentTOV,OpponentPF,team,season
23,23,2023-02-02,@,Cal State Fullerton,REG (Conf),W,70,67,,28,72,.389,8,24,.333,20,48,.417,.444,6,13,.462,16,30,46,14,5,6,9,13,24,62,.387,9,29,.310,15,33,.455,.460,10,13,.769,7,25,32,8,2,0,7,11,long-beach-state,2023
24,24,2023-02-04,,UC Irvine,REG (Conf),W,93,88,OT,30,71,.423,4,12,.333,26,59,.441,.451,29,37,.784,19,28,47,19,6,6,18,16,32,70,.457,7,20,.350,25,50,.500,.507,17,20,.850,8,20,28,19,11,2,11,26,long-beach-state,2023
25,25,2023-02-09,,UC Santa Barbara,REG (Conf),L,72,75,,29,61,.475,3,12,.250,26,49,.531,.500,11,16,.688,12,20,32,16,8,2,15,14,29,57,.509,4,15,.267,25,42,.595,.544,13,19,.684,9,18,27,15,9,0,11,14,long-beach-state,2023
26,26,2023-02-11,@,Cal State Bakersfield,REG (Conf),W,79,69,,25,50,.500,4,10,.400,21,40,.525,.540,25,31,.806,7,27,34,16,10,1,16,17,28,59,.475,6,18,.333,22,41,.537,.525,7,13,.538,6,19,25,15,7,5,15,23,long-beach-state,2023
27,27,2023-02-15,@,UC Riverside,REG (Conf),L,76,88,,26,54,.481,5,14,.357,21,40,.525,.528,19,24,.792,5,19,24,11,7,4,17,16,34,70,.486,13,30,.433,21,40,.525,.579,7,11,.636,14,18,32,20,11,0,13,21,long-beach-state,2023
28,28,2023-02-18,,Hawaii,REG (Conf),L,67,70,,25,60,.417,5,14,.357,20,46,.435,.458,12,16,.750,10,18,28,19,5,3,11,19,25,53,.472,7,21,.333,18,32,.563,.538,13,19,.684,7,25,32,14,6,3,12,18,long-beach-state,2023
29,29,2023-02-23,@,UC Santa Barbara,REG (Conf),L,73,78,,32,57,.561,4,11,.364,28,46,.609,.596,5,7,.714,4,29,33,14,5,1,15,20,27,61,.443,10,25,.400,17,36,.472,.525,14,21,.667,7,19,26,16,12,1,9,12,long-beach-state,2023
30,30,2023-02-25,,Cal State Northridge,REG (Conf),W,71,64,,26,44,.591,4,10,.400,22,34,.647,.636,15,22,.682,5,21,26,17,6,2,14,12,24,57,.421,11,28,.393,13,29,.448,.518,5,9,.556,7,12,19,19,9,3,13,20,long-beach-state,2023
31,31,2023-03-02,,Cal State Bakersfield,REG (Conf),W,77,61,,22,49,.449,3,11,.273,19,38,.500,.480,30,43,.698,13,26,39,10,10,1,15,10,24,58,.414,8,23,.348,16,35,.457,.483,5,10,.500,10,16,26,13,6,2,18,25,long-beach-state,2023
32,32,2023-03-04,@,UC Davis,REG (Conf),L,92,93,2OT,35,81,.432,7,23,.304,28,58,.483,.475,15,27,.556,14,32,46,20,9,6,15,26,27,72,.375,6,27,.222,21,45,.467,.417,33,40,.825,10,35,45,12,10,4,16,22,long-beach-state,2023
Rk,Gtm,Date,,Opp,Type,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,long-beach-state,2023
33,33,2023-03-07,N,Cal Poly,CTOURN,L,68,88,,20,55,.364,6,21,.286,14,34,.412,.418,22,32,.688,7,17,24,14,5,3,14,21,30,59,.508,11,22,.500,19,37,.514,.602,17,22,.773,8,29,37,18,6,2,15,23,long-beach-state,2023
,,,,,,17-16,2524,2455,,949,2086,.455,146,494,.296,803,1592,.504,.490,480,708,.678,364,868,1232,494,245,108,456,563,867,2056,.422,276,820,.337,591,1236,.478,.489,445,609,.731,295,754,1049,477,249,104,430,615,long-beach-state,2023
1,1,2022-11-07,@,Utah,REG (Non-Conf),L,48,89,,19,59,.322,3,13,.231,16,46,.348,.347,7,11,.636,5,25,30,10,2,1,16,19,30,72,.417,7,22,.318,23,50,.460,.465,22,27,.815,15,35,50,11,8,8,7,15,long-island-university,2023
2,2,2022-11-14,,Mt. St. Vincent,REG (Non-Conf),W,111,50,,41,70,.586,17,31,.548,24,39,.615,.707,12,20,.600,15,34,49,32,11,8,14,16,19,64,.297,4,23,.174,15,41,.366,.328,8,14,.571,11,15,26,13,5,0,21,17,long-island-university,2023
3,3,2022-11-17,@,Marquette,REG (Non-Conf),L,58,95,,20,63,.317,7,23,.304,13,40,.325,.373,11,20,.550,12,23,35,13,7,3,21,13,34,68,.500,11,35,.314,23,33,.697,.581,16,20,.800,8,29,37,29,12,6,12,18,long-island-university,2023
4,4,2022-11-22,N,South Dakota,REG (Non-Conf),L,58,68,,22,60,.367,4,19,.211,18,41,.439,.400,10,15,.667,6,22,28,7,8,5,14,21,22,62,.355,6,23,.261,16,39,.410,.403,18,24,.750,15,28,43,10,9,3,16,16,long-island-university,2023
5,5,2022-11-23,N,Northern Illinois,REG (Non-Conf),L,61,86,,17,50,.340,3,11,.273,14,39,.359,.370,24,32,.750,7,19,26,5,4,4,16,19,33,61,.541,11,23,.478,22,38,.579,.631,9,15,.600,8,29,37,17,6,2,13,26,long-island-university,2023
6,6,2022-11-29,@,St. John's (NY),REG (Non-Conf),L,68,95,,26,57,.456,8,24,.333,18,33,.545,.526,8,20,.400,5,17,22,10,4,4,17,9,43,71,.606,5,17,.294,38,54,.704,.641,4,10,.400,9,34,43,26,10,3,14,17,long-island-university,2023
7,7,2022-12-02,,Towson,REG (Non-Conf),L,64,74,,24,55,.436,8,18,.444,16,37,.432,.509,8,10,.800,6,17,23,17,5,2,10,16,27,57,.474,5,22,.227,22,35,.629,.518,15,22,.682,15,22,37,18,8,5,10,11,long-island-university,2023
8,8,2022-12-05,,UMass Lowell,REG (Non-Conf),L,64,84,,23,55,.418,1,8,.125,22,47,.468,.427,17,22,.773,4,23,27,14,3,2,14,17,32,58,.552,7,17,.412,25,41,.610,.612,13,23,.565,6,24,30,14,8,7,10,21,long-island-university,2023
9,9,2022-12-10,@,Connecticut,REG (Non-Conf),L,61,114,,22,52,.423,2,9,.222,20,43,.465,.442,15,24,.625,4,14,18,5,4,2,21,12,45,72,.625,14,32,.438,31,40,.775,.722,10,13,.769,9,29,38,29,10,6,11,17,long-island-university,2023
10,10,2022-12-14,@,Albany (NY),REG (Non-Conf),L,59,76,,23,62,.371,3,11,.273,20,51,.392,.395,10,21,.476,10,20,30,12,6,4,18,18,26,55,.473,4,17,.235,22,38,.579,.509,20,25,.800,7,34,41,17,9,2,17,20,long-island-university,2023
11,11,2022-12-18,@,James Madison,REG (Non-Conf),L,79,115,,28,58,.483,8,21,.381,20,37,.541,.552,15,20,.750,9,20,29,13,11,2,29,21,45,76,.592,12,23,.522,33,53,.623,.671,13,25,.520,14,21,35,23,16,2,13,20,long-island-university,2023
12,12,2022-12-22,,Purchase,REG (Non-Conf),W,95,58,,37,72,.514,5,14,.357,32,58,.552,.549,16,27,.593,17,32,49,24,13,4,11,18,23,57,.404,4,19,.211,19,38,.500,.439,8,15,.533,5,25,30,10,7,4,19,22,long-island-university,2023
13,13,2022-12-29,,Wagner,REG (Conf),L,61,69,,22,45,.489,5,13,.385,17,32,.531,.544,12,28,.429,5,23,28,15,7,7,12,19,25,64,.391,8,23,.348,17,41,.415,.453,11,20,.550,17,24,41,18,6,2,14,24,long-island-university,2023
14,14,2022-12-31,,Sacred Heart,REG (Conf),L,64,82,,25,67,.373,2,18,.111,23,49,.469,.388,12,15,.800,11,23,34,14,9,2,13,15,30,60,.500,7,19,.368,23,41,.561,.558,15,20,.750,6,31,37,18,10,4,12,14,long-island-university,2023
15,15,2023-01-05,@,Central Connecticut State,REG (Conf),L,59,78,,21,53,.396,5,19,.263,16,34,.471,.443,12,15,.800,4,21,25,11,5,4,10,13,31,64,.484,10,22,.455,21,42,.500,.563,6,9,.667,7,25,32,18,6,2,6,11,long-island-university,2023
16,16,2023-01-07,@,Fairleigh Dickinson,REG (Conf),L,89,101,,33,66,.500,11,22,.500,22,44,.500,.583,12,16,.750,10,25,35,22,7,5,17,19,34,67,.507,14,28,.500,20,39,.513,.612,19,22,.864,8,18,26,23,9,2,12,19,long-island-university,2023
17,17,2023-01-14,@,Saint Francis (PA),REG (Conf),L,68,87,,22,58,.379,6,17,.353,16,41,.390,.431,18,25,.720,6,24,30,14,6,1,11,18,31,65,.477,11,22,.500,20,43,.465,.562,14,19,.737,13,26,39,16,5,4,11,18,long-island-university,2023
18,18,2023-01-16,,St. Francis Brooklyn,REG (Conf),L,66,73,,25,58,.431,2,7,.286,23,51,.451,.448,14,25,.560,11,18,29,18,9,4,14,23,25,52,.481,7,12,.583,18,40,.450,.548,16,23,.696,8,24,32,11,8,5,14,19,long-island-university,2023
19,19,2023-01-20,,Stonehill,REG (Conf),L,66,73,,27,52,.519,6,14,.429,21,38,.553,.577,6,12,.500,6,22,28,17,4,1,15,20,28,53,.528,4,19,.211,24,34,.706,.566,13,18,.722,5,21,26,20,5,1,10,13,long-island-university,2023
20,20,2023-01-22,,Central Connecticut State,REG (Conf),L,42,58,,16,56,.286,2,11,.182,14,45,.311,.304,8,11,.727,11,23,34,10,8,3,15,14,25,57,.439,3,19,.158,22,38,.579,.465,5,7,.714,6,28,34,17,8,4,11,13,long-island-university,2023
21,21,2023-01-26,@,Sacred Heart,REG (Conf),W,74,70,,27,59,.458,5,10,.500,22,49,.449,.500,15,20,.750,10,22,32,17,7,1,16,18,24,53,.453,6,24,.250,18,29,.621,.509,16,25,.640,6,22,28,14,11,2,12,18,long-island-university,2023
22,22,2023-01-28,@,St. Francis Brooklyn,REG (Conf),L,59,71,,20,49,.408,3,4,.750,17,45,.378,.439,16,19,.842,3,33,36,13,2,5,22,22,24,69,.348,11,25,.440,13,44,.295,.428,12,21,.571,11,24,35,14,8,5,9,18,long-island-university,2023
23,23,2023-02-02,@,Merrimack,REG (Conf),L,59,76,,25,59,.424,3,10,.300,22,49,.449,.449,6,10,.600,6,25,31,14,9,2,17,12,29,58,.500,8,20,.400,21,38,.553,.569,10,13,.769,6,25,31,20,12,9,14,8,long-island-university,2023
24,24,2023-02-09,,Fairleigh Dickinson,REG (Conf),L,79,80,,28,63,.444,9,18,.500,19,45,.422,.516,14,16,.875,9,25,34,17,6,5,15,19,29,63,.460,5,18,.278,24,45,.533,.500,17,26,.654,9,23,32,17,8,2,12,18,long-island-university,2023
25,25,2023-02-11,@,Wagner,REG (Conf),L,46,58,,18,45,.400,1,11,.091,17,34,.500,.411,9,14,.643,2,24,26,10,5,4,13,12,24,61,.393,7,19,.368,17,42,.405,.451,3,4,.750,10,24,34,13,7,4,10,14,long-island-university,2023
26,26,2023-02-16,@,Stonehill,REG (Conf),L,60,75,,23,58,.397,3,13,.231,20,45,.444,.422,11,14,.786,4,26,30,14,4,1,12,19,25,60,.417,8,25,.320,17,35,.486,.483,17,19,.895,8,27,35,11,7,2,7,14,long-island-university,2023
27,27,2023-02-18,,Saint Francis (PA),REG (Conf),L,82,93,,32,60,.533,8,18,.444,24,42,.571,.600,10,14,.714,7,21,28,23,4,3,14,28,30,57,.526,9,20,.450,21,37,.568,.605,24,39,.615,7,23,30,17,5,2,9,17,long-island-university,2023
28,28,2023-02-25,,Merrimack,REG (Conf),L,59,80,,21,50,.420,1,2,.500,20,48,.417,.430,16,24,.667,6,29,35,15,10,7,24,22,28,65,.431,9,24,.375,19,41,.463,.500,15,25,.600,12,24,36,21,15,6,15,18,long-island-university,2023
Rk,Gtm,Date,,Opp,Type,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,long-island-university,2023
29,29,2023-03-01,@,Merrimack,CTOURN,L,76,91,,33,72,.458,1,11,.091,32,61,.525,.465,9,15,.600,16,22,38,14,12,3,19,19,33,54,.611,11,19,.579,22,35,.629,.713,14,23,.609,2,19,21,19,16,8,18,15,long-island-university,2023
,,,,,,3-26,1935,2319,,720,1683,.428,142,420,.338,578,1263,.458,.470,353,535,.660,227,672,899,420,192,99,460,511,854,1795,.476,228,631,.361,626,1164,.538,.539,383,566,.677,263,733,996,504,254,112,359,491,long-island-university,2023
1,1,2022-11-07,@,Alabama,REG (Non-Conf),L,54,75,,19,71,.268,5,13,.385,14,58,.241,.303,11,19,.579,12,23,35,8,8,3,9,22,27,69,.391,3,28,.107,24,41,.585,.413,18,26,.692,19,43,62,10,6,9,19,18,longwood,2023
2,2,2022-11-11,@,George Mason,REG (Non-Conf),L,69,83,,28,59,.475,3,13,.231,25,46,.543,.500,10,17,.588,9,19,28,10,7,1,12,22,29,53,.547,9,22,.409,20,31,.645,.632,16,25,.640,8,27,35,19,5,4,11,16,longwood,2023
3,3,2022-11-13,,Pfeiffer,REG (Non-Conf),W,100,68,,37,65,.569,8,25,.320,29,40,.725,.631,18,23,.783,9,35,44,14,4,3,13,13,25,68,.368,12,34,.353,13,34,.382,.456,6,13,.462,6,19,25,13,8,2,10,20,longwood,2023
4,4,2022-11-18,,VMI,REG (Non-Conf),W,90,58,,33,64,.516,17,39,.436,16,25,.640,.648,7,10,.700,10,20,30,25,11,3,10,13,19,54,.352,11,26,.423,8,28,.286,.454,9,10,.900,9,18,27,14,6,0,19,14,longwood,2023
5,5,2022-11-19,,Fairleigh Dickinson,REG (Non-Conf),W,99,83,,37,53,.698,8,16,.500,29,37,.784,.774,17,27,.630,4,24,28,17,2,0,6,14,30,61,.492,11,30,.367,19,31,.613,.582,12,15,.800,8,16,24,17,1,0,8,23,longwood,2023
6,6,2022-11-20,,SIU Edwardsville,REG (Non-Conf),L,56,61,,19,57,.333,3,18,.167,16,39,.410,.360,15,19,.789,9,21,30,6,4,3,14,21,15,44,.341,6,19,.316,9,25,.360,.409,25,30,.833,6,26,32,7,7,4,17,17,longwood,2023
7,7,2022-11-25,,Mary Baldwin,REG (Non-Conf),W,112,60,,44,62,.710,15,24,.625,29,38,.763,.831,9,10,.900,9,24,33,22,10,2,11,14,22,53,.415,10,29,.345,12,24,.500,.509,6,10,.600,5,7,12,9,6,1,18,10,longwood,2023
8,8,2022-11-28,@,San Diego,REG (Non-Conf),L,68,71,,26,60,.433,6,22,.273,20,38,.526,.483,10,13,.769,8,23,31,17,6,0,12,18,27,57,.474,7,16,.438,20,41,.488,.535,10,15,.667,10,25,35,14,8,1,14,15,longwood,2023
9,9,2022-12-03,@,Delaware State,REG (Non-Conf),W,75,49,,25,46,.543,9,20,.450,16,26,.615,.641,16,21,.762,6,24,30,16,7,3,14,16,18,53,.340,7,20,.350,11,33,.333,.406,6,14,.429,10,16,26,11,6,5,20,19,longwood,2023
10,10,2022-12-10,@,Wichita State,REG (Non-Conf),L,63,81,,23,64,.359,9,24,.375,14,40,.350,.430,8,13,.615,13,22,35,11,5,0,11,8,29,60,.483,13,31,.419,16,29,.552,.592,10,12,.833,6,28,34,16,6,8,8,11,longwood,2023
11,11,2022-12-13,@,St. Francis Brooklyn,REG (Non-Conf),W,63,57,,19,49,.388,8,13,.615,11,36,.306,.469,17,24,.708,10,24,34,12,7,3,20,16,20,56,.357,5,24,.208,15,32,.469,.402,12,13,.923,8,21,29,15,15,7,13,18,longwood,2023
12,12,2022-12-17,@,The Citadel,REG (Non-Conf),W,75,70,,24,56,.429,8,24,.333,16,32,.500,.500,19,23,.826,13,18,31,11,6,3,11,13,26,53,.491,11,28,.393,15,25,.600,.594,7,10,.700,4,20,24,18,5,2,11,20,longwood,2023
13,13,2022-12-20,,South Carolina State,REG (Non-Conf),W,104,77,,36,72,.500,9,33,.273,27,39,.692,.563,23,26,.885,20,21,41,17,9,2,11,19,24,52,.462,11,24,.458,13,28,.464,.567,18,22,.818,7,17,24,13,6,4,17,20,longwood,2023
14,14,2022-12-29,,High Point,REG (Conf),W,87,73,,27,67,.403,9,25,.360,18,42,.429,.470,24,28,.857,17,25,42,14,5,5,10,19,27,57,.474,8,21,.381,19,36,.528,.544,11,18,.611,7,19,26,12,6,3,13,23,longwood,2023
15,15,2022-12-31,@,Campbell,REG (Conf),W,67,42,,22,54,.407,9,25,.360,13,29,.448,.491,14,20,.700,13,25,38,12,13,4,11,18,13,47,.277,4,23,.174,9,24,.375,.319,12,18,.667,6,19,25,9,6,2,21,19,longwood,2023
16,16,2023-01-04,@,Charleston Southern,REG (Conf),W,79,74,,25,55,.455,10,23,.435,15,32,.469,.545,19,27,.704,11,20,31,17,6,0,9,13,25,53,.472,10,28,.357,15,25,.600,.566,14,16,.875,7,15,22,14,3,2,12,20,longwood,2023
17,17,2023-01-07,,Winthrop,REG (Conf),W,85,71,,33,59,.559,4,9,.444,29,50,.580,.593,15,17,.882,13,20,33,10,11,1,17,20,23,47,.489,11,28,.393,12,19,.632,.606,14,21,.667,6,12,18,17,10,7,21,17,longwood,2023
18,18,2023-01-12,@,UNC Asheville,REG (Conf),L,46,54,,19,56,.339,4,21,.190,15,35,.429,.375,4,11,.364,9,29,38,5,3,4,15,17,20,48,.417,5,18,.278,15,30,.500,.469,9,19,.474,1,31,32,11,7,6,13,11,longwood,2023
19,19,2023-01-14,,USC Upstate,REG (Conf),W,72,65,,18,45,.400,7,17,.412,11,28,.393,.478,29,40,.725,9,26,35,9,6,2,18,24,20,46,.435,4,16,.250,16,30,.533,.478,21,25,.840,3,17,20,9,8,5,17,28,longwood,2023
20,20,2023-01-18,,Gardner-Webb,REG (Conf),W,64,59,,27,55,.491,3,14,.214,24,41,.585,.518,7,11,.636,5,18,23,9,8,0,14,12,21,48,.438,10,24,.417,11,24,.458,.542,7,10,.700,4,18,22,13,5,3,17,14,longwood,2023
21,21,2023-01-21,@,Presbyterian,REG (Conf),W,58,56,,18,47,.383,4,16,.250,14,31,.452,.426,18,26,.692,8,19,27,5,7,2,8,14,20,47,.426,7,21,.333,13,26,.500,.500,9,19,.474,8,20,28,11,4,2,10,21,longwood,2023
22,22,2023-01-26,@,Radford,REG (Conf),L,59,63,,25,58,.431,8,26,.308,17,32,.531,.500,1,2,.500,13,23,36,14,1,1,13,10,26,57,.456,5,16,.313,21,41,.512,.500,6,10,.600,8,20,28,11,8,2,7,10,longwood,2023
23,23,2023-01-28,,Charleston Southern,REG (Conf),L,63,75,,19,48,.396,7,31,.226,12,17,.706,.469,18,27,.667,3,18,21,8,5,2,7,16,22,49,.449,9,24,.375,13,25,.520,.541,22,23,.957,9,27,36,7,4,0,12,22,longwood,2023
24,24,2023-02-01,@,Winthrop,REG (Conf),L,74,76,,27,58,.466,11,23,.478,16,35,.457,.560,9,15,.600,7,16,23,17,5,3,9,19,23,46,.500,12,22,.545,11,24,.458,.630,18,20,.900,5,20,25,13,3,3,15,16,longwood,2023
25,25,2023-02-04,,Campbell,REG (Conf),W,74,50,,29,55,.527,9,20,.450,20,35,.571,.609,7,9,.778,5,29,34,17,6,2,13,14,20,56,.357,4,23,.174,16,33,.485,.393,6,12,.500,8,19,27,8,5,1,14,14,longwood,2023
26,26,2023-02-08,,Presbyterian,REG (Conf),W,66,46,,24,52,.462,9,26,.346,15,26,.577,.548,9,17,.529,6,28,34,11,3,5,6,15,20,51,.392,4,14,.286,16,37,.432,.431,2,6,.333,3,21,24,11,3,1,9,18,longwood,2023
27,27,2023-02-11,@,High Point,REG (Conf),W,70,67,,22,59,.373,5,24,.208,17,35,.486,.415,21,25,.840,13,22,35,14,4,4,5,19,21,51,.412,8,23,.348,13,28,.464,.490,17,24,.708,12,26,38,12,4,6,16,19,longwood,2023
28,28,2023-02-15,@,USC Upstate,REG (Conf),L,67,72,,23,59,.390,9,20,.450,14,39,.359,.466,12,20,.600,10,28,38,6,5,2,10,17,27,59,.458,8,25,.320,19,34,.559,.525,10,15,.667,5,27,32,14,5,4,7,13,longwood,2023
29,29,2023-02-18,,Radford,REG (Conf),W,73,63,,29,58,.500,9,19,.474,20,39,.513,.578,6,8,.750,11,14,25,12,8,1,8,12,26,51,.510,6,17,.353,20,34,.588,.569,5,5,1.000,11,19,30,8,5,3,15,12,longwood,2023
30,30,2023-02-23,@,Gardner-Webb,REG (Conf),W,75,63,,25,58,.431,8,17,.471,17,41,.415,.500,17,23,.739,9,25,34,15,9,2,10,19,21,52,.404,6,17,.353,15,35,.429,.462,15,23,.652,9,25,34,11,7,3,14,18,longwood,2023
31,31,2023-02-25,,UNC Asheville,REG (Conf),L,66,76,,26,61,.426,4,20,.200,22,41,.537,.459,10,13,.769,10,18,28,11,6,3,10,18,24,44,.545,11,19,.579,13,25,.520,.670,17,22,.773,4,23,27,10,6,3,12,12,longwood,2023
Rk,Gtm,Date,,Opp,Type,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,longwood,2023
32,32,2023-03-03,N,Campbell,CTOURN,L,68,81,,23,55,.418,4,25,.160,19,30,.633,.455,18,23,.783,8,18,26,6,9,1,14,26,27,51,.529,3,12,.250,24,39,.615,.559,24,28,.857,8,25,33,12,5,3,15,18,longwood,2023
,,,,,,20-12,2341,2119,,831,1837,.452,241,685,.352,590,1152,.512,.518,438,607,.722,312,719,1031,398,206,70,361,531,737,1693,.435,251,722,.348,486,971,.501,.509,394,549,.718,230,686,916,389,189,106,445,546,longwood,2023
1,1,2022-11-07,,Centenary (LA),REG (Non-Conf),W,106,55,,34,64,.531,12,28,.429,22,36,.611,.625,26,30,.867,13,36,49,18,5,5,12,14,19,67,.284,7,25,.280,12,42,.286,.336,10,11,.909,8,19,27,4,4,1,16,23,louisiana-lafayette,2023
2,2,2022-11-11,N,Harvard,REG (Non-Conf),W,75,61,,29,64,.453,6,17,.353,23,47,.489,.500,11,17,.647,12,18,30,8,7,0,9,16,23,49,.469,5,18,.278,18,31,.581,.520,10,17,.588,6,21,27,12,3,6,15,14,louisiana-lafayette,2023
3,3,2022-11-13,N,East Tennessee State,REG (Non-Conf),W,81,77,,29,59,.492,10,21,.476,19,38,.500,.576,13,18,.722,5,24,29,14,10,4,12,20,27,62,.435,3,16,.188,24,46,.522,.460,20,23,.870,10,24,34,11,7,3,13,19,louisiana-lafayette,2023
4,4,2022-11-17,,Louisiana Tech,REG (Non-Conf),W,94,88,,32,59,.542,8,22,.364,24,37,.649,.610,22,32,.688,10,23,33,20,4,4,13,18,33,63,.524,9,16,.563,24,47,.511,.595,13,14,.929,4,19,23,8,9,0,10,29,louisiana-lafayette,2023
5,5,2022-11-22,@,SMU,REG (Non-Conf),W,76,72,OT,31,74,.419,7,19,.368,24,55,.436,.466,7,13,.538,14,30,44,16,9,8,12,14,29,69,.420,6,14,.429,23,55,.418,.464,8,17,.471,10,30,40,14,4,6,15,15,louisiana-lafayette,2023
6,6,2022-11-26,@,Drake,REG (Non-Conf),L,64,76,,26,60,.433,4,23,.174,22,37,.595,.467,8,12,.667,10,23,33,7,9,5,16,23,25,60,.417,8,23,.348,17,37,.459,.483,18,20,.900,10,25,35,12,5,1,13,15,louisiana-lafayette,2023
7,7,2022-11-29,,Loyola (LA),REG (Non-Conf),W,104,70,,42,69,.609,12,21,.571,30,48,.625,.696,8,12,.667,14,31,45,20,5,2,13,16,26,61,.426,4,21,.190,22,40,.550,.459,14,18,.778,4,12,16,7,8,2,10,13,louisiana-lafayette,2023
8,8,2022-12-03,@,New Orleans,REG (Non-Conf),W,78,77,,24,58,.414,5,15,.333,19,43,.442,.457,25,35,.714,15,20,35,15,9,3,12,19,30,55,.545,4,13,.308,26,42,.619,.582,13,19,.684,6,19,25,19,4,2,16,22,louisiana-lafayette,2023
9,9,2022-12-10,,Samford,REG (Non-Conf),W,75,58,,27,54,.500,11,22,.500,16,32,.500,.602,10,14,.714,9,21,30,15,7,4,14,14,22,55,.400,8,20,.400,14,35,.400,.473,6,8,.750,9,17,26,10,7,1,16,18,louisiana-lafayette,2023
10,10,2022-12-12,,La. Christian,REG (Non-Conf),W,98,63,,37,59,.627,9,21,.429,28,38,.737,.703,15,19,.789,4,35,39,25,5,8,12,11,28,77,.364,2,23,.087,26,54,.481,.377,5,10,.500,12,18,30,10,8,3,8,16,louisiana-lafayette,2023
11,11,2022-12-15,@,McNeese State,REG (Non-Conf),W,78,70,,28,49,.571,10,20,.500,18,29,.621,.673,12,18,.667,6,25,31,20,5,4,15,15,27,66,.409,7,25,.280,20,41,.488,.462,9,12,.750,13,16,29,7,5,1,9,19,louisiana-lafayette,2023
12,12,2022-12-21,@,Texas,REG (Non-Conf),L,72,100,,25,57,.439,6,19,.316,19,38,.500,.491,16,27,.593,5,19,24,13,8,1,13,14,36,62,.581,12,22,.545,24,40,.600,.677,16,17,.941,5,27,32,23,6,6,15,20,louisiana-lafayette,2023
13,13,2022-12-29,@,Coastal Carolina,REG (Conf),L,76,77,,30,72,.417,5,22,.227,25,50,.500,.451,11,12,.917,15,22,37,17,7,4,9,21,25,53,.472,8,21,.381,17,32,.531,.547,19,24,.792,6,20,26,14,4,8,10,15,louisiana-lafayette,2023
14,14,2022-12-31,@,Old Dominion,REG (Conf),L,66,70,,25,63,.397,9,27,.333,16,36,.444,.468,7,10,.700,7,24,31,20,7,6,12,20,24,60,.400,8,17,.471,16,43,.372,.467,14,22,.636,14,28,42,12,7,5,12,12,louisiana-lafayette,2023
15,15,2023-01-05,,Southern Mississippi,REG (Conf),W,75,61,,27,54,.500,9,21,.429,18,33,.545,.583,12,17,.706,9,22,31,14,10,0,12,12,21,56,.375,8,18,.444,13,38,.342,.446,11,12,.917,9,19,28,9,8,3,14,14,louisiana-lafayette,2023
16,16,2023-01-07,,Georgia State,REG (Conf),W,78,70,,25,54,.463,6,15,.400,19,39,.487,.519,22,30,.733,11,22,33,13,6,3,11,20,23,51,.451,6,20,.300,17,31,.548,.510,18,26,.692,7,17,24,4,5,5,10,21,louisiana-lafayette,2023
17,17,2023-01-12,@,Louisiana–Monroe,REG (Conf),W,86,73,,32,52,.615,9,17,.529,23,35,.657,.702,13,23,.565,6,28,34,21,7,2,19,19,28,62,.452,5,18,.278,23,44,.523,.492,12,17,.706,7,15,22,16,12,4,10,18,louisiana-lafayette,2023
18,18,2023-01-14,@,South Alabama,REG (Conf),W,79,76,,31,54,.574,6,14,.429,25,40,.625,.630,11,17,.647,6,24,30,15,6,3,15,10,33,59,.559,9,20,.450,24,39,.615,.636,1,5,.200,3,19,22,15,10,2,11,18,louisiana-lafayette,2023
19,19,2023-01-19,@,Arkansas State,REG (Conf),W,80,71,,29,56,.518,8,15,.533,21,41,.512,.589,14,19,.737,10,28,38,14,9,3,12,17,24,57,.421,11,22,.500,13,35,.371,.518,12,18,.667,9,20,29,17,8,1,10,19,louisiana-lafayette,2023
