Rk,Gtm,Date,...4,Opp,Type,ScoreRslt,ScoreTm,ScoreOpp,ScoreOT,TeamFG,TeamFGA,TeamFG_pct,Team3P,Team3PA,Team3P_pct,Team2P,Team2PA,Team2P_pct,TeameFG_pct,TeamFT,TeamFTA,TeamFT_pct,TeamORB,TeamDRB,TeamTRB,TeamAST,TeamSTL,TeamBLK,TeamTOV,TeamPF,OpponentFG,OpponentFGA,OpponentFG_pct,Opponent3P,Opponent3PA,Opponent3P_pct,Opponent2P,Opponent2PA,Opponent2P_pct,OpponenteFG_pct,OpponentFT,OpponentFTA,OpponentFT_pct,OpponentORB,OpponentDRB,OpponentTRB,OpponentAST,OpponentSTL,OpponentBLK,OpponentTOV,OpponentPF,team,season
7,7,2021-12-02,@,Drexel,REG (Non-Conf),L,65,86,,23,55,.418,6,17,.353,17,38,.447,.473,13,15,.867,3,23,26,12,6,4,15,19,33,67,.493,6,20,.300,27,47,.574,.537,14,22,.636,14,28,42,19,6,3,11,14,fairleigh-dickinson,2022
8,8,2021-12-07,@,La Salle,REG (Non-Conf),L,55,81,,22,61,.361,3,19,.158,19,42,.452,.385,8,15,.533,7,20,27,11,7,3,8,13,30,62,.484,13,28,.464,17,34,.500,.589,8,11,.727,12,30,42,21,2,4,13,14,fairleigh-dickinson,2022
9,9,2021-12-15,,Fairfield,REG (Non-Conf),L,54,72,,21,58,.362,2,15,.133,19,43,.442,.379,10,15,.667,12,20,32,12,2,2,14,15,31,68,.456,5,27,.185,26,41,.634,.493,5,9,.556,14,27,41,19,7,2,9,16,fairleigh-dickinson,2022
10,10,2021-12-18,@,Virginia,REG (Non-Conf),L,49,82,,17,59,.288,6,23,.261,11,36,.306,.339,9,11,.818,12,18,30,7,6,2,12,7,34,55,.618,9,17,.529,25,38,.658,.700,5,7,.714,5,26,31,21,7,6,10,14,fairleigh-dickinson,2022
11,,2021-12-29,@,Mount St. Mary's,REG (Conf),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fairleigh-dickinson,2022
12,12,2021-12-31,@,Saint Francis (PA),REG (Conf),W,70,62,,28,59,.475,8,22,.364,20,37,.541,.542,6,12,.500,7,33,40,11,8,4,14,20,22,62,.355,3,17,.176,19,45,.422,.379,15,24,.625,11,26,37,12,9,2,12,15,fairleigh-dickinson,2022
13,,2022-01-06,,Merrimack,REG (Conf),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fairleigh-dickinson,2022
14,,2022-01-08,,Bryant,REG (Conf),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fairleigh-dickinson,2022
15,15,2022-01-15,@,Sacred Heart,REG (Conf),L,71,77,,27,70,.386,7,24,.292,20,46,.435,.436,10,16,.625,13,22,35,10,8,3,11,23,27,53,.509,5,15,.333,22,38,.579,.557,18,26,.692,7,28,35,10,5,1,14,19,fairleigh-dickinson,2022
16,16,2022-01-17,@,Wagner,REG (Conf),L,64,95,,20,49,.408,2,15,.133,18,34,.529,.429,22,30,.733,4,18,22,4,7,2,18,13,39,68,.574,5,17,.294,34,51,.667,.610,12,16,.750,9,20,29,23,11,2,12,23,fairleigh-dickinson,2022
17,17,2022-01-21,,St. Francis Brooklyn,REG (Conf),L,78,80,,28,54,.519,10,19,.526,18,35,.514,.611,12,17,.706,6,18,24,22,8,6,10,15,30,60,.500,8,18,.444,22,42,.524,.567,12,16,.750,10,20,30,16,4,2,11,16,fairleigh-dickinson,2022
18,18,2022-01-23,,LIU,REG (Conf),L,75,79,,26,61,.426,10,27,.370,16,34,.471,.508,13,17,.765,5,26,31,12,8,3,15,22,30,66,.455,7,24,.292,23,42,.548,.508,12,24,.500,14,29,43,21,7,5,17,15,fairleigh-dickinson,2022
19,19,2022-01-27,,Mount St. Mary's,REG (Conf),L,56,67,,21,62,.339,4,19,.211,17,43,.395,.371,10,13,.769,15,22,37,5,4,1,11,24,26,55,.473,4,16,.250,22,39,.564,.509,11,20,.550,13,24,37,14,3,4,10,16,fairleigh-dickinson,2022
20,20,2022-01-30,,Central Connecticut State,REG (Conf),W,75,55,,31,61,.508,10,22,.455,21,39,.538,.590,3,10,.300,11,24,35,15,9,5,13,21,17,48,.354,3,19,.158,14,29,.483,.385,18,24,.750,8,19,27,8,4,0,15,16,fairleigh-dickinson,2022
21,21,2022-02-03,@,St. Francis Brooklyn,REG (Conf),L,64,81,,26,58,.448,5,18,.278,21,40,.525,.491,7,12,.583,6,18,24,12,6,5,13,16,31,60,.517,6,15,.400,25,45,.556,.567,13,18,.722,9,24,33,12,5,6,11,11,fairleigh-dickinson,2022
22,22,2022-02-05,@,Central Connecticut State,REG (Conf),L,82,91,OT,27,59,.458,8,22,.364,19,37,.514,.525,20,30,.667,9,21,30,16,8,3,14,18,32,64,.500,11,22,.500,21,42,.500,.586,16,20,.800,8,23,31,15,6,4,13,22,fairleigh-dickinson,2022
23,23,2022-02-10,,Saint Francis (PA),REG (Conf),L,65,78,,24,69,.348,11,31,.355,13,38,.342,.428,6,9,.667,14,18,32,18,12,4,12,15,27,56,.482,10,23,.435,17,33,.515,.571,14,21,.667,13,25,38,15,8,6,18,10,fairleigh-dickinson,2022
24,24,2022-02-12,,Sacred Heart,REG (Conf),W,82,75,,31,64,.484,7,26,.269,24,38,.632,.539,13,17,.765,6,25,31,11,7,3,9,18,27,65,.415,4,21,.190,23,44,.523,.446,17,21,.810,10,22,32,8,3,2,10,14,fairleigh-dickinson,2022
25,25,2022-02-17,@,Merrimack,REG (Conf),L,44,64,,17,59,.288,6,19,.316,11,40,.275,.339,4,7,.571,14,20,34,10,6,4,15,9,25,55,.455,7,22,.318,18,33,.545,.518,7,11,.636,9,25,34,17,11,5,10,9,fairleigh-dickinson,2022
26,26,2022-02-19,@,Bryant,REG (Conf),L,93,105,,35,74,.473,7,20,.350,28,54,.519,.520,16,23,.696,10,33,43,16,4,3,13,22,37,71,.521,14,30,.467,23,41,.561,.620,17,28,.607,8,30,38,21,6,4,10,20,fairleigh-dickinson,2022
27,27,2022-02-24,,Wagner,REG (Conf),W,88,86,OT,29,58,.500,8,24,.333,21,34,.618,.569,22,25,.880,8,19,27,16,6,5,10,20,34,71,.479,7,23,.304,27,48,.563,.528,11,19,.579,19,22,41,19,4,1,13,22,fairleigh-dickinson,2022
28,28,2022-02-26,@,LIU,REG (Conf),L,77,84,,25,65,.385,8,28,.286,17,37,.459,.446,19,21,.905,10,26,36,9,5,1,13,20,26,63,.413,11,28,.393,15,35,.429,.500,21,29,.724,10,26,36,21,9,10,12,18,fairleigh-dickinson,2022
Rk,Gtm,Date,,Opp,Type,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,fairleigh-dickinson,2022
29,29,2022-02-28,,Central Connecticut State,CTOURN,L,66,67,,24,53,.453,7,21,.333,17,32,.531,.519,11,15,.733,7,18,25,12,8,1,8,16,23,49,.469,9,22,.409,14,27,.519,.561,12,14,.857,5,19,24,15,6,4,9,11,fairleigh-dickinson,2022
,,,,,,4-22,1748,2058,,632,1555,.406,178,550,.324,454,1005,.452,.464,306,432,.708,230,562,792,307,168,77,340,475,746,1565,.477,193,550,.351,553,1015,.545,.538,373,534,.699,273,654,927,429,166,105,313,409,fairleigh-dickinson,2022
1,1,2021-11-09,,Elon,REG (Non-Conf),W,74,61,,25,59,.424,8,25,.320,17,34,.500,.492,16,29,.552,16,21,37,16,7,10,13,18,20,52,.385,5,20,.250,15,32,.469,.433,16,24,.667,7,22,29,10,9,3,14,22,florida,2022
2,2,2021-11-14,,Florida State,REG (Non-Conf),W,71,55,,24,62,.387,8,28,.286,16,34,.471,.452,15,20,.750,16,24,40,11,9,10,14,12,20,52,.385,7,15,.467,13,37,.351,.452,8,15,.533,6,22,28,10,8,4,16,19,florida,2022
3,3,2021-11-18,,Milwaukee,REG (Non-Conf),W,81,45,,32,68,.471,11,28,.393,21,40,.525,.551,6,8,.750,10,34,44,21,8,6,8,14,18,58,.310,2,12,.167,16,46,.348,.328,7,13,.538,5,25,30,7,4,5,13,12,florida,2022
4,4,2021-11-22,N,California,REG (Non-Conf),W,80,60,,27,52,.519,8,19,.421,19,33,.576,.596,18,21,.857,4,19,23,10,10,3,12,16,22,50,.440,2,10,.200,20,40,.500,.460,14,21,.667,8,15,23,7,6,1,17,13,florida,2022
5,5,2021-11-24,N,Ohio State,REG (Non-Conf),W,71,68,,22,60,.367,4,14,.286,18,46,.391,.400,23,33,.697,15,17,32,8,13,2,11,20,25,47,.532,5,19,.263,20,28,.714,.585,13,20,.650,5,24,29,11,5,7,18,24,florida,2022
6,6,2021-11-28,,Troy,REG (Non-Conf),W,84,45,,27,61,.443,13,37,.351,14,24,.583,.549,17,19,.895,9,26,35,14,11,5,15,13,18,56,.321,2,16,.125,16,40,.400,.339,7,15,.467,10,21,31,8,8,0,20,16,florida,2022
7,7,2021-12-01,@,Oklahoma,REG (Non-Conf),L,67,74,,24,57,.421,4,24,.167,20,33,.606,.456,15,18,.833,8,23,31,7,7,6,16,17,28,57,.491,4,14,.286,24,43,.558,.526,14,19,.737,5,23,28,16,10,1,12,17,florida,2022
8,8,2021-12-06,,Texas Southern,REG (Non-Conf),L,54,69,,21,55,.382,5,24,.208,16,31,.516,.427,7,16,.438,7,13,20,10,12,6,10,14,31,57,.544,5,11,.455,26,46,.565,.588,2,5,.400,10,26,36,15,4,4,19,18,florida,2022
9,9,2021-12-08,,North Florida,REG (Non-Conf),W,85,55,,29,65,.446,5,23,.217,24,42,.571,.485,22,30,.733,10,24,34,14,21,3,10,17,18,53,.340,5,21,.238,13,32,.406,.387,14,20,.700,12,22,34,6,7,1,27,20,florida,2022
10,10,2021-12-12,N,Maryland,REG (Non-Conf),L,68,70,,22,58,.379,11,27,.407,11,31,.355,.474,13,17,.765,13,17,30,14,7,6,12,20,24,49,.490,8,13,.615,16,36,.444,.571,14,18,.778,8,20,28,9,7,4,14,15,florida,2022
11,11,2021-12-18,N,South Florida,REG (Non-Conf),W,66,55,,23,59,.390,8,26,.308,15,33,.455,.458,12,15,.800,13,25,38,12,3,6,16,9,24,57,.421,2,11,.182,22,46,.478,.439,5,7,.714,5,19,24,9,11,5,11,14,florida,2022
12,12,2021-12-22,,Stony Brook,REG (Non-Conf),W,87,62,,32,60,.533,8,23,.348,24,37,.649,.600,15,20,.750,15,24,39,20,11,5,16,13,28,54,.519,5,19,.263,23,35,.657,.565,1,6,.167,4,15,19,8,10,1,16,17,florida,2022
13,13,2022-01-05,,Alabama,REG (Conf),L,70,83,,22,52,.423,8,23,.348,14,29,.483,.500,18,28,.643,13,22,35,12,5,7,20,20,29,72,.403,9,32,.281,20,40,.500,.465,16,19,.842,16,19,35,16,13,5,11,21,florida,2022
14,14,2022-01-08,@,Auburn,REG (Conf),L,73,85,,24,58,.414,6,22,.273,18,36,.500,.466,19,28,.679,10,18,28,12,12,5,12,18,30,56,.536,8,18,.444,22,38,.579,.607,17,22,.773,4,29,33,15,9,9,15,21,florida,2022
15,15,2022-01-12,,Louisiana State,REG (Conf),L,58,64,,20,55,.364,7,31,.226,13,24,.542,.427,11,22,.500,9,20,29,13,7,7,13,10,27,54,.500,3,9,.333,24,45,.533,.528,7,11,.636,7,24,31,8,8,5,15,21,florida,2022
16,16,2022-01-15,@,South Carolina,REG (Conf),W,71,63,,27,49,.551,7,22,.318,20,27,.741,.622,10,15,.667,7,26,33,17,8,11,14,10,26,75,.347,8,22,.364,18,53,.340,.400,3,5,.600,16,14,30,10,10,3,9,15,florida,2022
17,17,2022-01-19,,Mississippi State,REG (Conf),W,80,72,,23,45,.511,10,24,.417,13,21,.619,.622,24,30,.800,5,16,21,14,12,6,12,22,27,50,.540,4,13,.308,23,37,.622,.580,14,22,.636,7,19,26,11,9,2,15,22,florida,2022
18,18,2022-01-22,,Vanderbilt,REG (Conf),W,61,42,,23,60,.383,9,36,.250,14,24,.583,.458,6,13,.462,13,24,37,12,9,3,8,19,13,45,.289,4,23,.174,9,22,.409,.333,12,23,.522,10,23,33,8,5,2,12,15,florida,2022
19,19,2022-01-24,@,Ole Miss,REG (Conf),L,54,70,,19,50,.380,4,29,.138,15,21,.714,.420,12,14,.857,6,20,26,14,4,3,13,18,25,48,.521,4,13,.308,21,35,.600,.563,16,20,.800,6,21,27,17,8,1,8,18,florida,2022
20,20,2022-01-26,@,Tennessee,REG (Conf),L,71,78,,26,60,.433,10,33,.303,16,27,.593,.517,9,9,1.000,5,17,22,15,9,3,13,19,25,55,.455,11,24,.458,14,31,.452,.555,17,18,.944,9,23,32,22,6,5,14,16,florida,2022
21,21,2022-01-29,,Oklahoma State,REG (Non-Conf),W,81,72,,19,47,.404,10,31,.323,9,16,.563,.511,33,41,.805,9,14,23,10,11,6,11,17,26,54,.481,8,18,.444,18,36,.500,.556,12,19,.632,9,20,29,10,9,1,14,28,florida,2022
22,22,2022-02-02,@,Missouri,REG (Conf),W,66,65,,17,43,.395,10,23,.435,7,20,.350,.512,22,26,.846,5,16,21,7,6,5,15,17,24,48,.500,5,13,.385,19,35,.543,.552,12,17,.706,5,19,24,14,9,3,11,21,florida,2022
23,23,2022-02-05,,Ole Miss,REG (Conf),W,62,57,OT,21,51,.412,8,25,.320,13,26,.500,.490,12,17,.706,2,28,30,13,6,7,8,18,19,58,.328,8,29,.276,11,29,.379,.397,11,19,.579,11,29,40,8,5,3,13,17,florida,2022
24,24,2022-02-09,,Georgia,REG (Conf),W,72,63,,26,57,.456,12,35,.343,14,22,.636,.561,8,13,.615,7,21,28,13,7,6,11,16,21,56,.375,5,25,.200,16,31,.516,.420,16,20,.800,11,22,33,10,8,0,12,15,florida,2022
25,25,2022-02-12,@,Kentucky,REG (Conf),L,57,78,,23,51,.451,5,22,.227,18,29,.621,.500,6,6,1.000,5,17,22,8,3,1,10,13,31,67,.463,10,27,.370,21,40,.525,.537,6,9,.667,17,22,39,17,7,0,5,9,florida,2022
26,26,2022-02-15,@,Texas A&M,REG (Conf),L,55,56,,17,59,.288,7,30,.233,10,29,.345,.347,14,17,.824,18,18,36,12,6,5,13,18,19,56,.339,2,18,.111,17,38,.447,.357,16,16,1.000,15,23,38,12,5,2,13,18,florida,2022
27,27,2022-02-19,,Auburn,REG (Conf),W,63,62,,19,52,.365,10,25,.400,9,27,.333,.462,15,19,.789,8,16,24,9,8,4,11,16,20,50,.400,5,14,.357,15,36,.417,.450,17,20,.850,9,21,30,9,5,2,16,17,florida,2022
28,28,2022-02-22,,Arkansas,REG (Conf),L,74,82,,26,58,.448,8,25,.320,18,33,.545,.517,14,18,.778,7,21,28,15,3,5,9,14,29,63,.460,7,18,.389,22,45,.489,.516,17,20,.850,11,22,33,13,5,2,5,18,florida,2022
29,29,2022-02-26,@,Georgia,REG (Conf),W,84,72,,31,60,.517,14,31,.452,17,29,.586,.633,8,10,.800,8,20,28,20,4,6,6,13,27,58,.466,9,23,.391,18,35,.514,.543,9,11,.818,7,18,25,14,2,1,10,11,florida,2022
30,30,2022-03-01,@,Vanderbilt,REG (Conf),W,82,78,,30,58,.517,10,21,.476,20,37,.541,.603,12,14,.857,5,18,23,13,6,3,8,12,30,53,.566,15,29,.517,15,24,.625,.708,3,6,.500,5,24,29,16,6,2,15,18,florida,2022
31,31,2022-03-05,,Kentucky,REG (Conf),L,63,71,,25,63,.397,3,23,.130,22,40,.550,.421,10,16,.625,11,17,28,8,5,1,8,18,28,55,.509,4,14,.286,24,41,.585,.545,11,16,.688,6,28,34,13,6,2,8,14,florida,2022
Rk,Gtm,Date,,Opp,Type,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,florida,2022
32,32,2022-03-10,N,Texas A&M,CTOURN,L,80,83,OT,28,64,.438,5,24,.208,23,40,.575,.477,19,25,.760,12,23,35,17,9,4,17,21,24,53,.453,9,17,.529,15,36,.417,.538,26,36,.722,9,22,31,15,15,1,13,25,florida,2022
Rk,Gtm,Date,,Opp,Type,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,florida,2022
33,33,2022-03-16,,Iona,NIT,W,79,74,,30,64,.469,7,24,.292,23,40,.575,.523,12,16,.750,13,21,34,13,11,5,12,12,29,63,.460,6,20,.300,23,43,.535,.508,10,18,.556,11,21,32,16,9,1,16,20,florida,2022
34,34,2022-03-20,@,Xavier,NIT,L,56,72,,21,64,.328,6,30,.200,15,34,.441,.375,8,11,.727,7,21,28,11,14,0,15,19,26,53,.491,4,20,.200,22,33,.667,.528,16,22,.727,5,34,39,18,10,2,18,13,florida,2022
,,,,,,20-14,2400,2261,,825,1936,.426,269,887,.303,556,1049,.530,.496,481,654,.735,321,701,1022,435,284,171,412,543,831,1884,.441,200,620,.323,631,1264,.499,.494,399,572,.698,291,751,1042,408,258,90,465,600,florida,2022
1,1,2021-11-10,@,Kansas State,REG (Non-Conf),L,57,67,,22,53,.415,3,15,.200,19,38,.500,.443,10,14,.714,7,24,31,9,4,2,17,19,21,50,.420,9,22,.409,12,28,.429,.510,16,25,.640,8,25,33,15,5,0,11,16,florida-am,2022
2,2,2021-11-15,,LeMoyne-Owen,REG (Non-Conf),W,95,70,,37,65,.569,8,16,.500,29,49,.592,.631,13,18,.722,10,26,36,18,7,7,11,19,27,60,.450,6,15,.400,21,45,.467,.500,10,18,.556,5,18,23,13,3,0,12,18,florida-am,2022
3,3,2021-11-21,@,Miami (FL),REG (Non-Conf),L,59,86,,24,68,.353,4,14,.286,20,54,.370,.382,7,13,.538,14,17,31,7,6,2,9,16,31,62,.500,10,27,.370,21,35,.600,.581,14,21,.667,10,31,41,17,6,6,11,16,florida-am,2022
4,4,2021-11-24,@,UTEP,REG (Non-Conf),L,53,67,,18,48,.375,3,10,.300,15,38,.395,.406,14,20,.700,8,19,27,11,9,0,19,20,21,59,.356,8,23,.348,13,36,.361,.424,17,21,.810,15,21,36,12,8,5,16,17,florida-am,2022
5,5,2021-11-26,@,UC Riverside,REG (Non-Conf),L,49,60,,22,68,.324,3,18,.167,19,50,.380,.346,2,2,1.000,4,21,25,11,6,2,3,11,21,53,.396,10,28,.357,11,25,.440,.491,8,9,.889,9,39,48,14,2,2,17,9,florida-am,2022
6,6,2021-12-01,,Fort Valley St.,REG (Non-Conf),W,76,63,,33,66,.500,5,20,.250,28,46,.609,.538,5,8,.625,11,14,25,16,14,1,11,16,22,48,.458,10,25,.400,12,23,.522,.563,9,12,.750,5,21,26,12,6,1,26,10,florida-am,2022
7,7,2021-12-07,,Florida Gulf Coast,REG (Non-Conf),L,55,69,,23,68,.338,1,12,.083,22,56,.393,.346,8,9,.889,10,19,29,9,13,1,10,13,23,51,.451,12,32,.375,11,19,.579,.569,11,18,.611,10,27,37,14,6,6,17,12,florida-am,2022
8,8,2021-12-12,@,Akron,REG (Non-Conf),L,66,73,,24,60,.400,6,17,.353,18,43,.419,.450,12,12,1.000,7,23,30,12,10,0,10,28,19,42,.452,11,25,.440,8,17,.471,.583,24,38,.632,7,25,32,15,5,4,15,13,florida-am,2022
9,9,2021-12-14,@,Cincinnati,REG (Non-Conf),L,50,77,,18,59,.305,2,13,.154,16,46,.348,.322,12,15,.800,12,20,32,8,3,2,13,14,28,66,.424,7,26,.269,21,40,.525,.477,14,17,.824,19,26,45,19,6,1,10,14,florida-am,2022
10,10,2021-12-17,@,Santa Clara,REG (Non-Conf),L,66,80,,29,62,.468,4,13,.308,25,49,.510,.500,4,4,1.000,8,20,28,15,7,1,14,16,28,56,.500,9,30,.300,19,26,.731,.580,15,20,.750,6,21,27,18,8,2,12,10,florida-am,2022
11,11,2021-12-19,@,UC Santa Barbara,REG (Non-Conf),L,62,73,,23,53,.434,3,15,.200,20,38,.526,.462,13,18,.722,4,23,27,11,7,5,12,22,27,58,.466,3,15,.200,24,43,.558,.491,16,23,.696,10,27,37,14,6,3,13,16,florida-am,2022
12,12,2022-01-03,@,Bethune-Cookman,REG (Conf),L,59,66,,25,59,.424,2,12,.167,23,47,.489,.441,7,12,.583,8,29,37,10,3,6,13,17,24,61,.393,2,15,.133,22,46,.478,.410,16,24,.667,10,24,34,8,7,4,6,11,florida-am,2022
13,13,2022-01-08,,Southern,REG (Conf),L,66,80,,23,52,.442,2,12,.167,21,40,.525,.462,18,25,.720,10,21,31,9,8,5,19,16,31,65,.477,11,19,.579,20,46,.435,.562,7,12,.583,12,20,32,15,11,2,12,23,florida-am,2022
14,14,2022-01-10,,Grambling State,REG (Conf),W,75,66,,25,52,.481,7,19,.368,18,33,.545,.548,18,27,.667,8,24,32,14,3,3,9,14,26,65,.400,5,19,.263,21,46,.457,.438,9,15,.600,11,19,30,7,4,2,4,21,florida-am,2022
15,15,2022-01-15,@,Arkansas–Pine Bluff,REG (Conf),W,71,66,OT,24,63,.381,3,10,.300,21,53,.396,.405,20,28,.714,15,26,41,11,6,3,11,22,23,59,.390,6,17,.353,17,42,.405,.441,14,29,.483,10,24,34,12,8,2,9,20,florida-am,2022
16,16,2022-01-17,@,Mississippi Valley State,REG (Conf),W,78,70,,27,50,.540,4,7,.571,23,43,.535,.580,20,26,.769,11,24,35,17,5,6,17,14,26,59,.441,9,27,.333,17,32,.531,.517,9,14,.643,6,14,20,14,8,1,12,19,florida-am,2022
17,17,2022-01-22,,Alcorn State,REG (Conf),W,70,68,,25,49,.510,9,17,.529,16,32,.500,.602,11,14,.786,6,15,21,14,5,4,12,18,20,53,.377,7,19,.368,13,34,.382,.443,21,24,.875,12,18,30,11,7,1,10,14,florida-am,2022
18,18,2022-01-24,,Jackson State,REG (Conf),W,67,64,,24,60,.400,2,12,.167,22,48,.458,.417,17,32,.531,11,21,32,11,9,3,6,15,22,55,.400,9,23,.391,13,32,.406,.482,11,19,.579,14,25,39,8,5,5,15,19,florida-am,2022
19,19,2022-01-29,@,Alabama A&M,REG (Conf),W,65,60,,21,40,.525,5,10,.500,16,30,.533,.588,18,25,.720,2,25,27,13,2,1,16,21,22,52,.423,8,21,.381,14,31,.452,.500,8,17,.471,6,17,23,15,10,1,13,23,florida-am,2022
20,20,2022-01-31,@,Alabama State,REG (Conf),W,66,65,,24,52,.462,5,17,.294,19,35,.543,.510,13,19,.684,11,23,34,13,2,3,10,17,21,59,.356,7,21,.333,14,38,.368,.415,16,23,.696,11,19,30,11,3,3,6,14,florida-am,2022
21,21,2022-02-05,,Texas Southern,REG (Conf),L,55,67,,19,53,.358,5,15,.333,14,38,.368,.406,12,22,.545,8,19,27,8,9,3,15,18,24,52,.462,8,17,.471,16,35,.457,.538,11,18,.611,11,23,34,9,8,1,15,21,florida-am,2022
22,22,2022-02-07,,Prairie View A&M,REG (Conf),W,61,60,,23,53,.434,7,13,.538,16,40,.400,.500,8,13,.615,10,18,28,9,5,5,14,20,22,54,.407,3,13,.231,19,41,.463,.435,13,24,.542,11,20,31,8,8,0,12,13,florida-am,2022
23,23,2022-02-12,@,Jackson State,REG (Conf),L,56,60,,23,49,.469,2,12,.167,21,37,.568,.490,8,14,.571,3,25,28,12,3,1,6,17,21,50,.420,2,20,.100,19,30,.633,.440,16,26,.615,8,23,31,7,4,1,5,14,florida-am,2022
24,24,2022-02-14,@,Alcorn State,REG (Conf),L,56,68,,21,64,.328,6,18,.333,15,46,.326,.375,8,11,.727,7,20,27,9,3,4,13,14,26,59,.441,5,16,.313,21,43,.488,.483,11,18,.611,11,27,38,15,5,1,11,16,florida-am,2022
25,25,2022-02-19,,Alabama State,REG (Conf),W,86,83,OT,31,53,.585,6,16,.375,25,37,.676,.642,18,25,.720,3,25,28,21,6,4,20,26,25,61,.410,8,15,.533,17,46,.370,.475,25,38,.658,12,18,30,12,12,0,12,19,florida-am,2022
26,26,2022-02-21,,Alabama A&M,REG (Conf),L,63,71,,25,67,.373,6,26,.231,19,41,.463,.418,7,12,.583,9,20,29,10,7,2,10,23,19,45,.422,3,6,.500,16,39,.410,.456,30,39,.769,7,33,40,5,5,2,11,16,florida-am,2022
27,27,2022-02-26,@,Grambling State,REG (Conf),W,79,73,,24,47,.511,7,19,.368,17,28,.607,.585,24,28,.857,2,28,30,13,9,4,13,16,28,68,.412,6,21,.286,22,47,.468,.456,11,16,.688,14,20,34,15,5,1,12,20,florida-am,2022
28,28,2022-02-28,@,Southern,REG (Conf),L,51,58,,21,54,.389,5,19,.263,16,35,.457,.435,4,5,.800,4,17,21,3,10,5,10,19,19,51,.373,2,11,.182,17,40,.425,.392,18,22,.818,15,26,41,13,8,2,15,12,florida-am,2022
29,29,2022-03-05,,Bethune-Cookman,REG (Conf),W,84,73,,32,57,.561,8,18,.444,24,39,.615,.632,12,15,.800,8,19,27,26,3,3,7,12,27,57,.474,8,15,.533,19,42,.452,.544,11,16,.688,10,15,25,13,4,2,8,15,florida-am,2022
Rk,Gtm,Date,,Opp,Type,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,florida-am,2022
30,30,2022-03-10,N,Alabama A&M,CTOURN,L,56,61,,23,67,.343,4,18,.222,19,49,.388,.373,6,9,.667,7,23,30,10,4,4,6,19,19,54,.352,3,14,.214,16,40,.400,.380,20,27,.741,11,34,45,9,3,5,8,10,florida-am,2022
,,,,,,13-17,1952,2064,,733,1711,.428,137,453,.302,596,1258,.474,.468,349,495,.705,238,648,886,360,188,92,356,532,713,1684,.423,207,597,.347,506,1087,.466,.485,431,643,.670,306,700,1006,370,186,66,356,471,florida-am,2022
1,1,2021-11-10,@,New Mexico,REG (Non-Conf),L,92,99,,32,65,.492,8,26,.308,24,39,.615,.554,20,23,.870,14,24,38,16,4,0,17,24,35,66,.530,12,23,.522,23,43,.535,.621,17,23,.739,6,18,24,15,7,5,10,20,florida-atlantic,2022
2,2,2021-11-13,,Warner,REG (Non-Conf),W,78,56,,27,74,.365,9,37,.243,18,37,.486,.426,15,18,.833,14,28,42,12,12,1,10,18,20,48,.417,4,17,.235,16,31,.516,.458,12,16,.750,3,24,27,12,5,3,21,15,florida-atlantic,2022
3,3,2021-11-16,,Miami (FL),REG (Non-Conf),L,66,68,,25,51,.490,6,18,.333,19,33,.576,.549,10,24,.417,9,28,37,6,4,2,13,26,18,51,.353,2,10,.200,16,41,.390,.373,30,38,.789,7,24,31,4,2,2,9,21,florida-atlantic,2022
4,4,2021-11-19,,UT Martin,REG (Non-Conf),W,75,67,,27,61,.443,8,27,.296,19,34,.559,.508,13,18,.722,7,29,36,15,5,2,9,15,27,60,.450,5,20,.250,22,40,.550,.492,8,14,.571,6,24,30,12,4,3,11,16,florida-atlantic,2022
