Rk,Gtm,Date,...4,Opp,Type,ScoreRslt,ScoreTm,ScoreOpp,ScoreOT,TeamFG,TeamFGA,TeamFG_pct,Team3P,Team3PA,Team3P_pct,Team2P,Team2PA,Team2P_pct,TeameFG_pct,TeamFT,TeamFTA,TeamFT_pct,TeamORB,TeamDRB,TeamTRB,TeamAST,TeamSTL,TeamBLK,TeamTOV,TeamPF,OpponentFG,OpponentFGA,OpponentFG_pct,Opponent3P,Opponent3PA,Opponent3P_pct,Opponent2P,Opponent2PA,Opponent2P_pct,OpponenteFG_pct,OpponentFT,OpponentFTA,OpponentFT_pct,OpponentORB,OpponentDRB,OpponentTRB,OpponentAST,OpponentSTL,OpponentBLK,OpponentTOV,OpponentPF,team,season
11,11,2021-12-15,@,Ohio,REG (Non-Conf),L,65,75,,23,61,.377,9,28,.321,14,33,.424,.451,10,13,.769,10,23,33,10,10,5,22,20,22,55,.400,7,23,.304,15,32,.469,.464,24,26,.923,6,26,32,10,11,2,14,15,marshall,2022
12,12,2021-12-18,,Northern Iowa,REG (Non-Conf),L,60,75,,20,50,.400,8,28,.286,12,22,.545,.480,12,16,.750,4,20,24,13,5,4,17,13,27,62,.435,8,26,.308,19,36,.528,.500,13,14,.929,11,25,36,17,10,1,12,17,marshall,2022
13,13,2021-12-21,@,Toledo,REG (Non-Conf),L,63,95,,25,78,.321,8,35,.229,17,43,.395,.372,5,12,.417,13,21,34,13,5,7,10,16,38,72,.528,8,14,.571,30,58,.517,.583,11,12,.917,8,39,47,19,5,0,11,16,marshall,2022
14,14,2021-12-30,@,Louisiana Tech,REG (Conf),L,56,79,,20,68,.294,6,29,.207,14,39,.359,.338,10,13,.769,13,29,42,13,6,1,12,15,32,66,.485,9,32,.281,23,34,.676,.553,6,10,.600,7,37,44,9,8,3,8,11,marshall,2022
15,15,2022-01-08,,Florida Atlantic,REG (Conf),L,77,90,,25,58,.431,8,22,.364,17,36,.472,.500,19,25,.760,8,19,27,18,4,2,13,19,30,56,.536,8,22,.364,22,34,.647,.607,22,29,.759,9,24,33,15,10,3,11,22,marshall,2022
16,16,2022-01-13,,North Texas,REG (Conf),L,65,69,,24,53,.453,4,17,.235,20,36,.556,.491,13,18,.722,5,15,20,11,9,4,7,19,25,52,.481,7,18,.389,18,34,.529,.548,12,21,.571,15,25,40,13,5,3,15,15,marshall,2022
17,17,2022-01-15,,Rice,REG (Conf),L,77,87,,35,76,.461,6,31,.194,29,45,.644,.500,1,6,.167,16,21,37,14,10,6,11,17,30,56,.536,12,20,.600,18,36,.500,.643,15,20,.750,6,24,30,15,4,0,12,7,marshall,2022
18,18,2022-01-20,@,Florida International,REG (Conf),L,66,70,,24,60,.400,6,25,.240,18,35,.514,.450,12,18,.667,9,18,27,5,8,3,8,14,28,60,.467,7,22,.318,21,38,.553,.525,7,10,.700,12,25,37,10,3,5,13,16,marshall,2022
19,19,2022-01-22,@,Florida Atlantic,REG (Conf),L,60,71,,23,62,.371,3,21,.143,20,41,.488,.395,11,14,.786,10,24,34,7,8,2,15,18,25,58,.431,7,22,.318,18,36,.500,.491,14,19,.737,11,29,40,8,6,2,14,18,marshall,2022
20,20,2022-01-27,,Middle Tennessee,REG (Conf),L,79,81,,24,52,.462,10,22,.455,14,30,.467,.558,21,23,.913,7,22,29,12,4,2,14,17,29,59,.492,7,20,.350,22,39,.564,.551,16,20,.800,5,19,24,12,11,3,7,22,marshall,2022
21,21,2022-01-29,,UAB,REG (Conf),W,84,81,,34,62,.548,8,24,.333,26,38,.684,.613,8,10,.800,10,21,31,18,3,2,18,16,29,69,.420,6,27,.222,23,42,.548,.464,17,18,.944,11,17,28,12,12,3,10,12,marshall,2022
22,22,2022-02-03,@,Old Dominion,REG (Conf),L,64,79,,24,62,.387,10,33,.303,14,29,.483,.468,6,9,.667,8,26,34,17,4,3,15,17,29,66,.439,6,15,.400,23,51,.451,.485,15,23,.652,12,31,43,21,10,3,9,9,marshall,2022
23,23,2022-02-05,@,Charlotte,REG (Conf),L,64,88,,24,58,.414,5,27,.185,19,31,.613,.457,11,16,.688,6,17,23,11,3,3,9,10,32,61,.525,13,19,.684,19,42,.452,.631,11,13,.846,5,28,33,21,4,0,8,14,marshall,2022
24,24,2022-02-10,,Florida International,REG (Conf),L,71,72,,27,60,.450,9,28,.321,18,32,.563,.525,8,11,.727,7,21,28,15,12,6,20,19,25,49,.510,6,15,.400,19,34,.559,.571,16,20,.800,3,25,28,10,13,3,19,9,marshall,2022
25,25,2022-02-13,@,UTEP,REG (Conf),W,88,79,,31,55,.564,11,22,.500,20,33,.606,.664,15,23,.652,5,26,31,24,8,2,15,17,27,59,.458,5,23,.217,22,36,.611,.500,20,23,.870,4,23,27,11,10,1,12,18,marshall,2022
26,26,2022-02-17,,Old Dominion,REG (Conf),W,67,63,,25,63,.397,10,26,.385,15,37,.405,.476,7,14,.500,9,25,34,14,5,3,7,10,25,65,.385,3,14,.214,22,51,.431,.408,10,13,.769,11,32,43,9,4,2,12,14,marshall,2022
27,27,2022-02-19,,Charlotte,REG (Conf),L,84,99,,33,64,.516,10,22,.455,23,42,.548,.594,8,9,.889,3,15,18,19,6,3,11,16,36,58,.621,9,20,.450,27,38,.711,.698,18,19,.947,4,27,31,21,8,0,11,10,marshall,2022
28,28,2022-02-21,@,Southern Mississippi,REG (Conf),W,74,60,,27,57,.474,7,20,.350,20,37,.541,.535,13,19,.684,5,28,33,17,5,2,10,15,24,63,.381,5,18,.278,19,45,.422,.421,7,12,.583,12,27,39,11,5,1,14,16,marshall,2022
29,29,2022-02-24,@,Middle Tennessee,REG (Conf),L,65,74,,24,62,.387,6,22,.273,18,40,.450,.435,11,12,.917,12,23,35,13,6,4,18,23,19,55,.345,4,24,.167,15,31,.484,.382,32,35,.914,11,24,35,11,9,4,14,13,marshall,2022
30,30,2022-03-02,,Western Kentucky,REG (Conf),L,72,86,,29,65,.446,9,25,.360,20,40,.500,.515,5,10,.500,9,19,28,16,7,5,14,12,38,66,.576,7,17,.412,31,49,.633,.629,3,7,.429,7,24,31,10,11,6,13,9,marshall,2022
31,31,2022-03-05,@,Western Kentucky,REG (Conf),L,69,78,,27,69,.391,12,28,.429,15,41,.366,.478,3,5,.600,15,30,45,15,5,4,15,14,30,75,.400,8,28,.286,22,47,.468,.453,10,15,.667,12,27,39,13,13,7,5,6,marshall,2022
Rk,Gtm,Date,,Opp,Type,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,marshall,2022
32,32,2022-03-08,N,Florida International,CTOURN,W,74,62,,25,61,.410,5,21,.238,20,40,.500,.451,19,25,.760,10,27,37,9,7,3,8,8,23,61,.377,10,28,.357,13,33,.394,.459,6,6,1.000,5,25,30,10,2,1,14,19,marshall,2022
33,33,2022-03-09,N,Louisiana Tech,CTOURN,L,67,77,,25,66,.379,12,34,.353,13,32,.406,.470,5,9,.556,9,24,33,10,4,6,12,15,28,55,.509,6,17,.353,22,38,.579,.564,15,18,.833,4,32,36,7,3,2,13,13,marshall,2022
,,,,,,12-21,2442,2523,,919,2107,.436,250,830,.301,669,1277,.524,.495,354,502,.705,308,794,1102,471,223,160,427,511,925,2053,.451,242,708,.342,683,1345,.508,.509,431,555,.777,270,869,1139,420,253,82,417,479,marshall,2022
1,1,2021-11-09,,Quinnipiac,REG (Non-Conf),W,83,69,,31,63,.492,6,17,.353,25,46,.543,.540,15,23,.652,13,30,43,17,6,5,12,13,23,56,.411,11,30,.367,12,26,.462,.509,12,23,.522,4,22,26,13,11,0,12,20,maryland,2022
2,2,2021-11-11,,George Washington,REG (Non-Conf),W,71,64,,24,64,.375,3,20,.150,21,44,.477,.398,20,29,.690,16,30,46,11,9,6,13,10,27,66,.409,4,17,.235,23,49,.469,.439,6,8,.750,9,25,34,9,6,6,13,22,maryland,2022
3,3,2021-11-13,,Vermont,REG (Non-Conf),W,68,57,,22,60,.367,6,27,.222,16,33,.485,.417,18,23,.783,13,31,44,14,5,6,7,16,21,60,.350,7,22,.318,14,38,.368,.408,8,11,.727,7,22,29,9,4,1,7,21,maryland,2022
4,4,2021-11-17,,George Mason,REG (Non-Conf),L,66,71,,25,55,.455,9,28,.321,16,27,.593,.536,7,13,.538,6,21,27,16,6,4,10,13,26,58,.448,12,24,.500,14,34,.412,.552,7,8,.875,9,20,29,13,6,4,12,16,maryland,2022
5,5,2021-11-19,,Hofstra,REG (Non-Conf),W,69,67,,25,60,.417,5,22,.227,20,38,.526,.458,14,18,.778,11,30,41,15,3,4,16,16,24,56,.429,12,32,.375,12,24,.500,.536,7,8,.875,1,24,25,14,6,3,13,16,maryland,2022
6,6,2021-11-25,N,Richmond,REG (Non-Conf),W,86,80,,28,57,.491,10,23,.435,18,34,.529,.579,20,25,.800,6,30,36,17,8,5,14,13,30,65,.462,8,22,.364,22,43,.512,.523,12,20,.600,5,23,28,14,7,2,11,18,maryland,2022
7,7,2021-11-27,N,Louisville,REG (Non-Conf),L,55,63,,20,52,.385,4,14,.286,16,38,.421,.423,11,17,.647,2,21,23,10,6,5,13,20,21,60,.350,6,27,.222,15,33,.455,.400,15,19,.789,14,30,44,11,9,5,17,22,maryland,2022
8,8,2021-12-01,,Virginia Tech,REG (Non-Conf),L,58,62,,23,55,.418,1,13,.077,22,42,.524,.427,11,11,1.000,8,29,37,6,4,7,13,12,23,60,.383,9,20,.450,14,40,.350,.458,7,12,.583,9,20,29,15,6,4,8,15,maryland,2022
9,9,2021-12-05,,Northwestern,REG (Conf),L,61,67,,17,59,.288,10,23,.435,7,36,.194,.373,17,22,.773,7,31,38,12,5,2,14,16,27,63,.429,6,18,.333,21,45,.467,.476,7,9,.778,4,36,40,13,6,2,11,21,maryland,2022
10,10,2021-12-12,N,Florida,REG (Non-Conf),W,70,68,,24,49,.490,8,13,.615,16,36,.444,.571,14,18,.778,8,20,28,9,7,4,14,15,22,58,.379,11,27,.407,11,31,.355,.474,13,17,.765,13,17,30,14,7,6,12,20,maryland,2022
11,11,2021-12-28,,Lehigh,REG (Non-Conf),W,76,55,,24,57,.421,5,19,.263,19,38,.500,.465,23,26,.885,14,30,44,11,10,5,14,14,19,59,.322,5,22,.227,14,37,.378,.364,12,13,.923,6,20,26,8,6,1,11,20,maryland,2022
12,12,2021-12-30,,Brown,REG (Non-Conf),W,81,67,,28,57,.491,3,13,.231,25,44,.568,.518,22,27,.815,7,31,38,13,6,3,10,20,24,60,.400,4,22,.182,20,38,.526,.433,15,22,.682,9,21,30,12,3,6,10,23,maryland,2022
13,13,2022-01-03,@,Iowa,REG (Conf),L,75,80,,28,61,.459,9,25,.360,19,36,.528,.533,10,17,.588,12,24,36,11,6,1,9,20,30,61,.492,8,20,.400,22,41,.537,.557,12,19,.632,10,22,32,17,6,4,7,15,maryland,2022
14,14,2022-01-06,@,Illinois,REG (Conf),L,64,76,,23,50,.460,6,16,.375,17,34,.500,.520,12,20,.600,4,22,26,9,5,2,7,15,28,68,.412,8,30,.267,20,38,.526,.471,12,18,.667,17,24,41,9,4,2,6,13,maryland,2022
15,15,2022-01-09,,Wisconsin,REG (Conf),L,69,70,,25,55,.455,7,17,.412,18,38,.474,.518,12,15,.800,2,27,29,10,4,3,10,19,25,56,.446,5,20,.250,20,36,.556,.491,15,18,.833,4,24,28,11,4,5,7,19,maryland,2022
16,16,2022-01-12,@,Northwestern,REG (Conf),W,94,87,2OT,30,71,.423,10,31,.323,20,40,.500,.493,24,38,.632,13,33,46,14,4,3,9,19,33,84,.393,7,28,.250,26,56,.464,.435,14,18,.778,19,28,47,18,2,3,8,31,maryland,2022
17,17,2022-01-15,,Rutgers,REG (Conf),L,59,70,,18,54,.333,6,25,.240,12,29,.414,.389,17,19,.895,10,22,32,9,8,4,13,14,27,56,.482,10,22,.455,17,34,.500,.571,6,9,.667,9,23,32,16,6,8,15,19,maryland,2022
18,18,2022-01-18,@,Michigan,REG (Conf),L,64,83,,25,52,.481,6,17,.353,19,35,.543,.538,8,11,.727,5,11,16,10,4,2,13,10,35,60,.583,8,20,.400,27,40,.675,.650,5,5,1.000,8,17,25,19,5,3,8,15,maryland,2022
19,19,2022-01-21,,Illinois,REG (Conf),W,81,65,,28,53,.528,4,11,.364,24,42,.571,.566,21,25,.840,7,22,29,9,9,2,10,10,23,59,.390,11,35,.314,12,24,.500,.483,8,10,.800,10,18,28,16,7,2,12,18,maryland,2022
20,20,2022-01-25,@,Rutgers,REG (Conf),W,68,60,,24,53,.453,12,25,.480,12,28,.429,.566,8,14,.571,6,27,33,12,1,4,8,11,22,64,.344,8,24,.333,14,40,.350,.406,8,10,.800,11,25,36,17,6,5,7,16,maryland,2022
21,21,2022-01-29,,Indiana,REG (Conf),L,55,68,,16,56,.286,6,27,.222,10,29,.345,.339,17,18,.944,7,29,36,11,4,0,12,16,26,60,.433,6,20,.300,20,40,.500,.483,10,14,.714,8,31,39,17,6,6,10,19,maryland,2022
22,22,2022-02-01,,Michigan State,REG (Conf),L,63,65,,21,49,.429,4,17,.235,17,32,.531,.469,17,20,.850,7,20,27,9,6,4,12,14,22,54,.407,7,19,.368,15,35,.429,.472,14,15,.933,8,15,23,10,9,2,11,20,maryland,2022
23,23,2022-02-06,@,Ohio State,REG (Conf),L,67,82,,23,59,.390,10,29,.345,13,30,.433,.475,11,16,.688,8,21,29,13,5,0,9,13,30,59,.508,11,26,.423,19,33,.576,.602,11,17,.647,7,28,35,17,2,1,6,13,maryland,2022
24,24,2022-02-10,,Iowa,REG (Conf),L,87,110,,31,65,.477,14,26,.538,17,39,.436,.585,11,13,.846,11,17,28,14,6,2,12,16,39,65,.600,19,34,.559,20,31,.645,.746,13,21,.619,11,25,36,22,8,3,8,13,maryland,2022
25,25,2022-02-13,@,Purdue,REG (Conf),L,61,62,,24,55,.436,5,18,.278,19,37,.514,.482,8,10,.800,7,22,29,11,8,3,14,19,23,52,.442,8,20,.400,15,32,.469,.519,8,12,.667,6,25,31,14,7,4,15,15,maryland,2022
26,26,2022-02-18,@,Nebraska,REG (Conf),W,90,74,,31,59,.525,4,19,.211,27,40,.675,.559,24,33,.727,8,25,33,13,9,2,4,24,22,55,.400,5,17,.294,17,38,.447,.445,25,31,.806,9,21,30,10,1,2,12,22,maryland,2022
27,27,2022-02-21,,Penn State,REG (Conf),W,67,61,,23,50,.460,6,20,.300,17,30,.567,.520,15,19,.789,4,20,24,7,11,2,9,11,25,53,.472,8,19,.421,17,34,.500,.547,3,5,.600,7,24,31,9,7,2,13,16,maryland,2022
28,28,2022-02-24,@,Indiana,REG (Conf),L,64,74,,23,53,.434,10,25,.400,13,28,.464,.528,8,11,.727,4,17,21,7,7,1,14,16,28,47,.596,5,13,.385,23,34,.676,.649,13,18,.722,2,23,25,15,5,2,10,12,maryland,2022
29,29,2022-02-27,,Ohio State,REG (Conf),W,75,60,,26,56,.464,9,21,.429,17,35,.486,.545,14,18,.778,10,26,36,10,8,2,8,15,21,58,.362,8,28,.286,13,30,.433,.431,10,11,.909,11,19,30,6,2,5,11,20,maryland,2022
30,30,2022-03-02,,Minnesota,REG (Conf),W,84,73,,31,60,.517,6,19,.316,25,41,.610,.567,16,19,.842,11,28,39,12,7,3,9,14,26,66,.394,11,28,.393,15,38,.395,.477,10,12,.833,10,17,27,7,4,2,7,16,maryland,2022
31,31,2022-03-06,@,Michigan State,REG (Conf),L,67,77,,24,61,.393,8,29,.276,16,32,.500,.459,11,12,.917,9,20,29,13,8,2,10,16,27,57,.474,7,18,.389,20,39,.513,.535,16,21,.762,10,26,36,21,8,2,12,15,maryland,2022
Rk,Gtm,Date,,Opp,Type,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,maryland,2022
32,32,2022-03-10,N,Michigan State,CTOURN,L,72,76,,25,64,.391,9,29,.310,16,35,.457,.461,13,18,.722,8,21,29,17,9,4,6,15,27,54,.500,9,19,.474,18,35,.514,.583,13,16,.813,5,30,35,15,4,3,16,17,maryland,2022
,,,,,,15-17,2270,2263,,790,1824,.433,221,678,.326,569,1146,.497,.494,469,618,.759,264,788,1052,372,204,102,348,485,826,1909,.433,264,743,.355,562,1166,.482,.502,347,470,.738,272,745,1017,431,180,106,338,578,maryland,2022
1,1,2021-11-09,@,Massachusetts,REG (Non-Conf),L,60,77,,21,65,.323,5,28,.179,16,37,.432,.362,13,14,.929,15,27,42,8,4,1,19,16,31,65,.477,4,17,.235,27,48,.563,.508,11,18,.611,8,24,32,14,11,5,9,18,maryland-baltimore-county,2022
2,2,2021-11-15,,Penn St. York,REG (Non-Conf),W,85,47,,33,75,.440,7,29,.241,26,46,.565,.487,12,14,.857,10,38,48,14,8,4,6,6,18,65,.277,5,25,.200,13,40,.325,.315,6,8,.750,3,31,34,4,3,3,15,16,maryland-baltimore-county,2022
3,3,2021-11-19,N,Western Carolina,REG (Non-Conf),W,91,75,,32,64,.500,11,27,.407,21,37,.568,.586,16,20,.800,8,26,34,19,6,2,9,20,26,56,.464,8,23,.348,18,33,.545,.536,15,23,.652,6,26,32,14,4,2,14,22,maryland-baltimore-county,2022
4,4,2021-11-20,@,Longwood,REG (Non-Conf),L,55,82,,21,58,.362,5,27,.185,16,31,.516,.405,8,9,.889,2,11,13,9,3,2,9,4,37,65,.569,7,18,.389,30,47,.638,.623,1,2,.500,13,28,41,12,4,0,13,17,maryland-baltimore-county,2022
5,5,2021-11-23,,American,REG (Non-Conf),W,98,67,,36,55,.655,16,23,.696,20,32,.625,.800,10,12,.833,5,27,32,20,5,4,13,9,28,62,.452,6,22,.273,22,40,.550,.500,5,6,.833,7,14,21,13,11,1,11,12,maryland-baltimore-county,2022
6,6,2021-11-27,@,Pittsburgh,REG (Non-Conf),W,87,77,,25,52,.481,14,31,.452,11,21,.524,.615,23,27,.852,3,22,25,20,6,0,7,18,25,54,.463,11,26,.423,14,28,.500,.565,16,22,.727,7,26,33,15,3,1,13,20,maryland-baltimore-county,2022
7,7,2021-12-01,,Columbia,REG (Non-Conf),W,98,60,,34,73,.466,12,29,.414,22,44,.500,.548,18,25,.720,12,30,42,16,11,1,3,17,23,62,.371,5,18,.278,18,44,.409,.411,9,19,.474,11,27,38,11,1,0,17,20,maryland-baltimore-county,2022
8,8,2021-12-05,@,Delaware,REG (Non-Conf),L,60,70,,19,60,.317,6,26,.231,13,34,.382,.367,16,21,.762,10,25,35,8,7,1,12,18,26,71,.366,8,34,.235,18,37,.486,.423,10,12,.833,14,31,45,12,7,3,13,16,maryland-baltimore-county,2022
9,9,2021-12-08,@,Georgetown,REG (Non-Conf),L,71,100,,25,70,.357,11,31,.355,14,39,.359,.436,10,16,.625,6,21,27,12,3,3,11,12,39,78,.500,13,23,.565,26,55,.473,.583,9,14,.643,19,36,55,22,5,10,14,16,maryland-baltimore-county,2022
10,10,2021-12-13,@,Princeton,REG (Non-Conf),L,77,89,,27,59,.458,6,16,.375,21,43,.488,.508,17,20,.850,7,24,31,9,0,4,13,14,35,68,.515,10,29,.345,25,39,.641,.588,9,12,.750,5,24,29,14,5,3,5,17,maryland-baltimore-county,2022
11,11,2021-12-16,,UNC Greensboro,REG (Non-Conf),L,51,62,,18,45,.400,7,25,.280,11,20,.550,.478,8,15,.533,5,18,23,13,5,0,14,18,22,53,.415,7,23,.304,15,30,.500,.481,11,17,.647,10,25,35,9,6,1,12,15,maryland-baltimore-county,2022
12,12,2022-01-08,,UMass Lowell,REG (Conf),L,64,66,,22,56,.393,9,23,.391,13,33,.394,.473,11,13,.846,8,29,37,11,4,5,17,12,28,66,.424,4,17,.235,24,49,.490,.455,6,10,.600,8,25,33,11,8,1,8,12,maryland-baltimore-county,2022
13,13,2022-01-12,@,NJIT,REG (Conf),W,76,56,,26,56,.464,11,27,.407,15,29,.517,.563,13,18,.722,6,23,29,14,6,2,11,16,23,50,.460,4,16,.250,19,34,.559,.500,6,10,.600,4,24,28,10,5,1,14,21,maryland-baltimore-county,2022
14,14,2022-01-15,,Vermont,REG (Conf),L,69,86,,27,56,.482,7,19,.368,20,37,.541,.545,8,16,.500,6,22,28,14,3,2,15,15,32,60,.533,13,28,.464,19,32,.594,.642,9,14,.643,5,30,35,19,7,1,8,18,maryland-baltimore-county,2022
15,15,2022-01-17,@,Stony Brook,REG (Conf),L,51,65,,16,52,.308,5,26,.192,11,26,.423,.356,14,17,.824,6,27,33,8,3,2,13,17,26,64,.406,4,19,.211,22,45,.489,.438,9,14,.643,12,31,43,6,10,3,8,19,maryland-baltimore-county,2022
16,16,2022-01-19,,Albany (NY),REG (Conf),L,54,66,,17,49,.347,8,27,.296,9,22,.409,.429,12,15,.800,2,22,24,11,1,3,11,14,26,59,.441,6,22,.273,20,37,.541,.492,8,10,.800,7,29,36,11,5,0,7,17,maryland-baltimore-county,2022
17,17,2022-01-22,@,Maine,REG (Conf),W,88,46,,29,61,.475,11,26,.423,18,35,.514,.566,19,21,.905,10,30,40,11,10,2,14,14,18,60,.300,4,24,.167,14,36,.389,.333,6,10,.600,13,16,29,11,8,3,21,21,maryland-baltimore-county,2022
18,18,2022-01-26,,NJIT,REG (Conf),W,73,69,,25,58,.431,10,28,.357,15,30,.500,.517,13,18,.722,8,21,29,12,6,1,9,17,28,53,.528,9,18,.500,19,35,.543,.613,4,10,.400,6,24,30,9,3,4,13,16,maryland-baltimore-county,2022
19,19,2022-01-29,@,Binghamton,REG (Conf),W,70,68,,24,59,.407,8,25,.320,16,34,.471,.475,14,20,.700,6,26,32,10,4,1,9,16,24,54,.444,12,25,.480,12,29,.414,.556,8,14,.571,2,26,28,14,4,8,11,20,maryland-baltimore-county,2022
20,20,2022-02-02,@,Albany (NY),REG (Conf),W,59,53,,23,56,.411,5,20,.250,18,36,.500,.455,8,11,.727,3,27,30,11,6,4,11,7,22,59,.373,5,20,.250,17,39,.436,.415,4,4,1.000,5,25,30,10,7,4,13,14,maryland-baltimore-county,2022
21,21,2022-02-05,,New Hampshire,REG (Conf),W,88,77,,33,51,.647,14,25,.560,19,26,.731,.784,8,10,.800,1,23,24,16,4,0,7,10,30,61,.492,12,28,.429,18,33,.545,.590,5,6,.833,7,18,25,15,3,0,7,15,maryland-baltimore-county,2022
22,22,2022-02-09,,Hartford,REG (Conf),W,68,64,,24,52,.462,8,22,.364,16,30,.533,.538,12,14,.857,6,26,32,12,6,0,13,9,24,61,.393,12,27,.444,12,34,.353,.492,4,4,1.000,6,22,28,12,8,2,10,13,maryland-baltimore-county,2022
23,23,2022-02-12,@,UMass Lowell,REG (Conf),L,71,88,,24,46,.522,9,15,.600,15,31,.484,.620,14,19,.737,3,13,16,8,2,2,10,7,38,59,.644,9,17,.529,29,42,.690,.720,3,5,.600,7,20,27,16,4,4,7,15,maryland-baltimore-county,2022
24,24,2022-02-14,@,New Hampshire,REG (Conf),L,62,68,,21,57,.368,7,22,.318,14,35,.400,.430,13,14,.929,5,24,29,6,3,1,8,16,26,58,.448,10,22,.455,16,36,.444,.534,6,13,.462,9,27,36,11,4,4,8,13,maryland-baltimore-county,2022
25,25,2022-02-16,,Stony Brook,REG (Conf),W,95,84,,33,61,.541,18,30,.600,15,31,.484,.689,11,13,.846,8,23,31,21,3,1,9,18,30,60,.500,7,18,.389,23,42,.548,.558,17,26,.654,12,21,33,12,6,2,11,12,maryland-baltimore-county,2022
26,26,2022-02-19,@,Vermont,REG (Conf),L,59,86,,23,58,.397,7,19,.368,16,39,.410,.457,6,7,.857,4,21,25,11,5,1,9,10,33,61,.541,12,31,.387,21,30,.700,.639,8,9,.889,7,28,35,24,5,3,9,12,maryland-baltimore-county,2022
27,27,2022-02-23,@,Hartford,REG (Conf),W,92,85,,25,50,.500,10,20,.500,15,30,.500,.600,32,40,.800,4,22,26,10,3,3,11,22,32,65,.492,9,21,.429,23,44,.523,.562,12,20,.600,10,22,32,15,6,2,10,25,maryland-baltimore-county,2022
28,28,2022-02-26,,Maine,REG (Conf),W,93,79,,29,60,.483,13,28,.464,16,32,.500,.592,22,25,.880,12,20,32,15,7,1,9,14,30,62,.484,10,28,.357,20,34,.588,.565,9,14,.643,11,19,30,15,7,2,14,22,maryland-baltimore-county,2022
29,29,2022-03-01,,Binghamton,REG (Conf),W,78,68,,28,53,.528,9,23,.391,19,30,.633,.613,13,17,.765,3,22,25,13,5,3,10,12,28,66,.424,7,21,.333,21,45,.467,.477,5,9,.556,11,24,35,13,5,2,12,17,maryland-baltimore-county,2022
Rk,Gtm,Date,,Opp,Type,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,maryland-baltimore-county,2022
30,30,2022-03-06,,UMass Lowell,CTOURN,W,93,85,OT,29,59,.492,9,22,.409,20,37,.541,.568,26,30,.867,8,22,30,12,7,4,10,13,33,69,.478,6,20,.300,27,49,.551,.522,13,16,.813,9,21,30,12,6,2,14,24,maryland-baltimore-county,2022
31,31,2022-03-09,,Hartford,CTOURN,W,80,60,,29,52,.558,11,21,.524,18,31,.581,.663,11,18,.611,2,32,34,17,3,4,8,7,24,64,.375,5,26,.192,19,38,.500,.414,7,9,.778,6,25,31,9,1,0,6,12,maryland-baltimore-county,2022
32,32,2022-03-12,@,Vermont,CTOURN,L,43,82,,15,54,.278,5,18,.278,10,36,.278,.324,8,11,.727,5,20,25,5,4,2,11,9,37,63,.587,7,17,.412,30,46,.652,.643,1,3,.333,5,31,36,17,8,1,7,14,maryland-baltimore-county,2022
,,,,,,18-14,2359,2307,,813,1832,.444,294,778,.378,519,1054,.492,.524,439,560,.784,199,764,963,396,153,66,341,427,902,1973,.457,251,723,.347,651,1250,.521,.521,252,383,.658,265,800,1065,412,180,78,354,541,maryland-baltimore-county,2022
1,1,2021-11-09,@,Saint Joseph's,REG (Non-Conf),L,67,69,,27,67,.403,10,21,.476,17,46,.370,.478,3,6,.500,10,26,36,13,9,2,11,18,26,66,.394,10,31,.323,16,35,.457,.470,7,16,.438,11,26,37,18,4,2,16,11,maryland-eastern-shore,2022
2,2,2021-11-10,@,Temple,REG (Non-Conf),L,49,72,,17,60,.283,8,31,.258,9,29,.310,.350,7,10,.700,8,19,27,10,8,2,12,15,28,57,.491,7,22,.318,21,35,.600,.553,9,16,.563,9,32,41,17,6,8,13,14,maryland-eastern-shore,2022
3,3,2021-11-13,,Bryn Athyn,REG (Non-Conf),W,91,42,,37,64,.578,9,27,.333,28,37,.757,.648,8,11,.727,11,37,48,21,11,4,17,4,15,58,.259,6,28,.214,9,30,.300,.310,6,10,.600,3,14,17,4,9,0,19,11,maryland-eastern-shore,2022
4,4,2021-11-19,@,Fordham,REG (Non-Conf),W,75,73,2OT,25,61,.410,7,17,.412,18,44,.409,.467,18,24,.750,7,24,31,15,10,2,18,26,22,62,.355,6,25,.240,16,37,.432,.403,23,31,.742,12,26,38,11,11,5,17,24,maryland-eastern-shore,2022
